temp
23
22
22
22
21
21
22
24
25
27
28
29
30
31
31
30
28
27
26
25
24
24
24
23
23
23
23
22
22
21
23
25
26
27
29
30
31
31
32
31
30
29
27
26
25
24
24
23
23
22
22
22
21
21
23
24
25
27
28
30
30
31
32
30
29
28
27
26
25
24
24
23
23
22
22
22
21
21
22
24
26
27
29
31
31
32
33
31
30
28
27
26
25
24
24
23
23
22
22
22
21
21
23
24
26
28
30
32
32
33
33
32
30
29
28
27
26
25
24
23
23
23
22
22
22
21
23
25
26
28
30
32
33
33
33
32
30
28
27
26
26
25
24
24
23
23
23
22
22
21
23
25
26
28
30
32
33
33
34
32
31
30
28
27
26
25
25
24
24
23
23
22
22
21
23
25
27
29
30
32
33
33
34
33
31
30
29
27
26
26
25
24
24
24
23
23
22
22
23
25
27
29
31
33
34
34
35
33
31
29
28
26
25
25
24
24
23
23
23
22
22
21
23
25
27
28
30
32
33
34
34
33
31
30
29
27
26
25
24
24
24
23
23
23
22
22
23
25
27
28
30
32
33
34
34
33
32
30
29
27
26
25
25
24
24
23
23
22
22
21
23
24
26
28
30
33
33
34
35
33
31
30
28
27
26
25
25
24
24
23
23
22
22
22
23
25
27
29
31
33
33
34
35
33
32
30
29
27
26
25
24
23
23
23
22
22
22
21
23
24
25
27
29
30
31
32
32
31
30
29
28
27
26
26
26
26
26
25
