temp
19
19
19
19
19
20
20
20
21
22
22
22
23
22
21
20
20
20
20
20
20
20
20
20
20
19
19
19
19
20
21
23
24
26
27
27
28
27
26
24
24
24
24
23
23
22
22
22
22
21
21
21
22
23
24
25
27
28
28
28
28
27
26
25
25
25
24
24
23
23
23
22
22
22
21
21
21
22
23
24
26
27
28
28
29
28
27
25
25
24
24
23
22
21
21
20
20
19
19
18
19
20
21
23
24
25
26
26
26
25
23
22
21
20
20
19
19
19
18
18
17
17
16
15
16
18
19
21
22
24
24
25
25
24
22
21
21
20
19
19
18
18
17
17
16
16
15
14
16
17
18
20
22
24
24
25
25
24
22
21
20
19
19
18
18
17
17
17
16
16
15
15
16
18
19
21
23
24
25
25
26
24
23
21
21
20
20
19
18
18
17
17
17
16
16
15
16
18
19
20
22
24
24
25
25
24
22
21
20
20
19
19
18
18
17
17
16
16
15
15
16
17
18
20
22
24
24
25
25
24
22
21
20
20
19
18
18
17
17
16
15
15
14
13
15
16
17
19
21
23
23
24
25
23
21
19
19
18
18
17
17
16
16
15
15
14
14
13
15
16
17
19
21
23
24
25
25
23
22
20
19
18
18
17
17
16
16
16
16
15
15
14
15
17
18
20
22
24
25
25
26
24
22
20
20
19
18
18
18
17
17
17
17
16
15
15
16
18
19
21
23
24
25
25
26
25
23
22
21
21
20
19
19
18
18
18
18
17
17
17
18
19
20
22
24
25
26
26
27
25
24
22
22
21
20
20
20
20
19
19
18
18
17
17
18
19
20
22
24
26
26
27
27
26
25
23
23
23
22
22
21
20
20
19
19
18
17
17
18
19
20
22
24
26
27
27
27
26
24
23
22
21
20
19
19
18
18
17
17
16
15
14
16
17
18
20
22
24
24
25
25
24
22
21
20
20
19
19
18
17
17
16
16
15
14
14
15
16
17
19
20
22
23
23
24
22
21
19
19
19
18
18
18
17
17
16
16
16
15
15
16
17
19
20
22
23
24
25
25
24
22
20
20
19
19
19
18
18
17
17
16
16
15
14
16
17
18
20
22
24
24
25
26
24
22
21
20
19
19
19
18
18
18
18
17
16
16
15
16
18
19
22
24
26
26
26
27
25
24
23
22
21
20
20
19
18
18
18
17
17
16
16
18
19
21
22
24
25
26
27
28
26
24
23
22
21
21
20
20
19
19
19
19
18
18
17
19
20
21
23
25
27
28
28
29
27
26
24
24
23
23
22
21
21
20
20
20
20
19
18
20
21
22
24
25
26
27
27
28
26
25
23
22
22
21
21
20
20
19
19
19
18
18
17
18
19
20
22
24
25
26
27
27
26
25
23
23
22
22
21
20
20
20
19
19
19
18
18
19
20
22
23
25
26
27
28
29
27
26
24
24
23
23
22
22
22
21
21
20
20
19
19
20
21
23
24
26
27
28
29
29
28
26
25
24
23
23
22
22
21
21
21
21
20
19
19
20
21
22
24
25
26
27
28
29
27
26
25
24
23
23
22
21
21
20
20
19
19
19
18
19
20
21
22
24
25
26
26
27
25
24
23
22
21
21
20
19
19
18
17
17
16
15
14
16
17
18
20
21
23
24
24
25
24
22
21
20
20
19
19
18
17
17
17
16
16
15
14
16
17
18
20
21
23
24
25
25
24
22
21
20
20
19
19
18
18
18
18
17
16
16
15
16
18
19
21
23
25
26
27
27
25
24
22
21
21
20
20
19
18
18
18
17
17
17
17
19
20
22
24
25
27
28
29
29
27
26
24
23
22
22
21
21
20
20
20
19
19
18
17
19
21
24
25
27
28
29
30
31
28
26
24
24
23
22
22
22
22
22
21
20
20
20
19
21
22
24
26
27
29
29
30
30
29
28
26
26
25
25
24
24
23
23
22
22
21
20
19
20
21
23
24
26
27
28
28
29
27
25
24
23
22
22
21
21
20
20
19
18
18
17
16
18
19
21
23
24
26
27
27
28
26
24
23
22
21
21
20
20
19
19
19
18
18
17
17
19
20
22
24
26
28
28
29
30
28
27
25
25
24
24
23
23
23
22
22
21
20
20
19
20
22
23
24
26
27
28
28
29
28
26
25
24
23
23
22
22
21
21
21
21
20
20
19
21
22
23
25
26
28
29
29
30
28
26
25
24
24
24
23
23
23
23
22
22
21
20
19
21
22
24
25
27
28
29
29
30
28
26
25
24
23
23
22
21
21
20
20
20
19
18
18
19
21
22
24
25
27
28
28
29
28
26
24
24
23
22
22
22
22
21
21
20
19
19
18
20
21
23
24
26
28
28
29
29
28
26
25
24
23
23
22
22
21
20
20
19
19
18
18
19
21
23
25
26
28
28
29
29
28
27
26
25
24
23
22
22
21
20
20
20
19
19
19
21
22
24
26
28
29
30
30
30
29
28
27
26
25
24
24
23
22
22
22
22
21
21
20
22
23
24
26
27
29
29
29
30
29
28
27
26
26
25
24
23
22
22
22
21
21
20
20
21
23
24
26
28
29
29
29
30
29
28
28
27
26
25
24
24
23
