Date(UTC),Latitude,Longitude,Depth,Magnitude
06-05-2005 00:00,37.289,30.155,45.7,4.9
07-05-2005 00:00,41.238,44.004,15,4.8
08-05-2005 00:00,37.301,30.206,52,5.2
09-05-2005 00:00,41.54,32.66,10,4
10-05-2005 00:00,41.5812,32.4425,10,4.2
11-05-2005 00:00,38.5752,44.142,17.4,4.3
12-05-2005 00:00,37.287,30.158,47.6,4.8
13-05-2005 00:00,37.243,30.134,35.5,4.7
14-05-2005 00:00,37.6401,30.1349,15.6,4.4
15-05-2005 00:00,38.9375,29.9244,25.6,4.7
16-05-2005 00:00,36.7736,30.1209,21.6,4.4
17-05-2005 00:00,38.9291,29.6144,29.9,4.5
18-05-2005 00:00,38.3197,30.1435,19,4.4
19-05-2005 00:00,37.2403,30.3271,10.5,4.4
20-05-2005 00:00,37.1633,30.159,31,4.2
21-05-2005 00:00,36.628,28.472,59.3,4.8
22-05-2005 00:00,37.9249,30.2784,33,4.5
23-05-2005 00:00,37.07,26.85,26,4
24-05-2005 00:00,39.046,29.744,30.9,5
25-05-2005 00:00,36.6148,27.0944,23,5.1
26-05-2005 00:00,35.9544,29.1726,41.1,4.5
27-05-2005 00:00,39.2336,26.4494,35,4.5
28-05-2005 00:00,37.6231,29.8745,21.2,4.2
29-05-2005 00:00,39.1119,40.1118,70.8,4.3
30-05-2005 00:00,39.52,27.78,10,4.1
31-05-2005 00:00,40.01,41.87,43,4.4
01-06-2005 00:00,36.6433,27.1457,16.2,4.6
02-06-2005 00:00,36.681,27.23,39,4.8
03-06-2005 00:00,37.4087,29.6466,9.7,4.4
04-06-2005 00:00,40.4014,28.9993,6,4.1
05-06-2005 00:00,39.0946,31.4769,28.2,4.2
06-06-2005 00:00,38.104,32.0866,49.6,4.4
07-06-2005 00:00,36.5478,26.9758,149.8,4.7
08-06-2005 00:00,39.325,29.497,41.4,5.5
09-06-2005 00:00,40.6637,42.37,22.3,4.9
10-06-2005 00:00,40.301,42.177,35,4.6
11-06-2005 00:00,36.673,27.5136,55.1,4.4
12-06-2005 00:00,36.8042,27.5166,10,4.1
13-06-2005 00:00,36.6826,27.3595,10,4.1
14-06-2005 00:00,36.688,27.087,34.8,4.4
15-06-2005 00:00,39.451,26.383,11,5
16-06-2005 00:00,39.4364,26.3374,27,4.1
17-06-2005 00:00,39.454,26.336,12.8,4.8
18-06-2005 00:00,39.3875,26.2926,21,4.1
19-06-2005 00:00,39.4617,26.3664,10.3,4.2
20-06-2005 00:00,37.9639,36.1398,10,4.5
21-06-2005 00:00,38.8728,42.8777,10,4.6
22-06-2005 00:00,38.952,29.995,32,4.8
23-06-2005 00:00,38.937,29.8429,10,4.3
24-06-2005 00:00,39.49,26.37,28,4
25-06-2005 00:00,39.0247,29.8768,33.6,4.4
26-06-2005 00:00,40.2583,30.0415,33,4.1
27-06-2005 00:00,36.5453,32.2483,43.1,4.3
28-06-2005 00:00,39.1593,29.1688,19.7,4.2
29-06-2005 00:00,41.7,32.44,10,4
30-06-2005 00:00,38.227,43.294,15,4.9
01-07-2005 00:00,39.5431,40.5798,40.2,4.2
02-07-2005 00:00,38.9722,29.9521,18.3,4.2
03-07-2005 00:00,36.8737,28.7796,10,4.1
04-07-2005 00:00,35.6733,31.2336,68,4.3
05-07-2005 00:00,37.7144,32.5637,10,4.3
06-07-2005 00:00,37.7601,32.7154,43.5,4.2
07-07-2005 00:00,37.8826,32.1478,10,4.3
08-07-2005 00:00,37.8465,32.8098,33.7,4.5
09-07-2005 00:00,37.7889,32.7433,40.9,4.3
10-07-2005 00:00,35.7736,27.0883,7.7,4.2
11-07-2005 00:00,39.4554,32.4318,33,4.4
12-07-2005 00:00,37.0004,29.1438,10,4.4
13-07-2005 00:00,37.7169,29.6194,10,4.1
14-07-2005 00:00,39.1624,27.9848,30.4,4.6
15-07-2005 00:00,37.4576,26.721,10,4.1
16-07-2005 00:00,36.54,26.78,163,4
17-07-2005 00:00,39.11,29.21,51,4
18-07-2005 00:00,39.149,29.378,38.7,4.6
19-07-2005 00:00,37.7799,26.3247,28.1,4.4
20-07-2005 00:00,36.1887,27.7738,35,4.3
21-07-2005 00:00,37.609,27.0772,10,4
22-07-2005 00:00,36.2952,26.7836,54,4.2
23-07-2005 00:00,38.1301,42.3792,19.5,4.1
24-07-2005 00:00,37.577,29.7643,33.9,4.3
25-07-2005 00:00,39.2465,28.7278,38.3,4.2
26-07-2005 00:00,40.222,33.866,32.8,4.7
27-07-2005 00:00,38.92,29.39,18,4
28-07-2005 00:00,38.83,29.87,30,4
29-07-2005 00:00,37.4408,29.7935,28,4.2
30-07-2005 00:00,39.2491,29.1446,18.4,4.1
31-07-2005 00:00,39.9932,40.3202,33,4.4
01-08-2005 00:00,37.1465,30.2126,32.4,4.2
02-08-2005 00:00,39.1658,28.3922,7,4.2
03-08-2005 00:00,35.9563,27.4122,47.3,4.3
04-08-2005 00:00,38.2877,26.9419,17.3,4.4
05-08-2005 00:00,37.1465,30.5452,31.9,4.3
06-08-2005 00:00,38.7,32.975,38.2,4.6
07-08-2005 00:00,38.8887,29.2113,5.1,4.5
08-08-2005 00:00,38.3047,37.9092,56.3,4.1
09-08-2005 00:00,36.2,28.42,63,4
10-08-2005 00:00,40.2822,44.3228,20,4.2
11-08-2005 00:00,38.7836,29.2497,10,4.1
12-08-2005 00:00,40.72,27.49,5,4.2
13-08-2005 00:00,40.62,27.54,6,4.1
14-08-2005 00:00,41.17,33.82,33,4
15-08-2005 00:00,38.8029,29.2161,42.7,4.5
16-08-2005 00:00,38.1739,31.6726,10,4.1
17-08-2005 00:00,36.07,31.36,74.4,4.5
18-08-2005 00:00,37.118,28.5622,18,4
19-08-2005 00:00,40.9061,34.5975,19,4.2
20-08-2005 00:00,37.99,42.693,35,4.7
21-08-2005 00:00,38.512,39.641,41.7,4.7
22-08-2005 00:00,36.5644,26.9855,156.7,4.3
23-08-2005 00:00,36.8496,30.3566,35.4,4.5
24-08-2005 00:00,37.5829,29.4268,10,4.3
25-08-2005 00:00,40.7,32.41,5,4
26-08-2005 00:00,37.371,29.0515,19,4.3
27-08-2005 00:00,37.942,42.944,35,4.4
28-08-2005 00:00,37.8884,31.0606,22.7,4.4
29-08-2005 00:00,37.7705,26.3849,13.6,4.1
30-08-2005 00:00,40.364,29.8804,8.1,4.2
31-08-2005 00:00,36.2952,28.6686,25,4.5
01-09-2005 00:00,37.3215,29.7522,17.3,4.4
02-09-2005 00:00,35.96,25.88,50,4
03-09-2005 00:00,39.7437,26.8157,28.8,4.2
04-09-2005 00:00,38.2834,42.9172,27.7,4.3
05-09-2005 00:00,40.5,28.94,18,4
06-09-2005 00:00,37.87,37.86,28,4
07-09-2005 00:00,37.414,29.7376,21.3,4.4
08-09-2005 00:00,37.25,29.6,34,4
09-09-2005 00:00,38.548,27.283,11.3,5.2
10-09-2005 00:00,38.6452,27.3134,10,4.1
11-09-2005 00:00,39.7894,26.792,10,4.3
12-09-2005 00:00,36.771,26.879,148.4,4.7
13-09-2005 00:00,37.3307,29.6766,4.9,4.5
14-09-2005 00:00,39.7022,26.8778,37,4.2
15-09-2005 00:00,39.53,27.01,10,4
16-09-2005 00:00,37.4605,29.6758,10,4.6
17-09-2005 00:00,38.5356,27.1865,36,4.3
18-09-2005 00:00,37.53,43.35,24,4
19-09-2005 00:00,40.0645,44.4378,27.8,4.3
20-09-2005 00:00,38.3238,27.4775,43.9,4.1
21-09-2005 00:00,38.8571,30.816,10,4.1
22-09-2005 00:00,38.7638,44.1275,55.3,4.4
23-09-2005 00:00,38.496,43.934,10,4.4
24-09-2005 00:00,36.712,26.37,42.9,4.8
25-09-2005 00:00,37.2712,29.5778,7.8,4.1
26-09-2005 00:00,41.48,44.29,33,4
27-09-2005 00:00,36.02,27.47,59,4
28-09-2005 00:00,36,31.78,90,4
29-09-2005 00:00,35.7987,27.3444,10.4,4.1
30-09-2005 00:00,36.6181,27.2169,26.1,4.4
01-10-2005 00:00,36.666,26.913,134.4,4.2
02-10-2005 00:00,36.1144,27.2676,32.2,4.1
03-10-2005 00:00,36.4184,41.7982,35.8,4.4
04-10-2005 00:00,36.7252,29.2174,36.9,4.4
05-10-2005 00:00,35.7751,25.9279,10,4.1
06-10-2005 00:00,38.7461,39.174,75.4,4.5
07-10-2005 00:00,36.634,28.481,53.8,4.9
08-10-2005 00:00,35.7177,31.5235,67.1,4.1
09-10-2005 00:00,39.047,40.6469,17.3,4.2
10-10-2005 00:00,36.7855,36.595,10,4.4
11-10-2005 00:00,35.6849,26.6987,56.3,4.3
12-10-2005 00:00,38.7917,38.7715,11,4.4
13-10-2005 00:00,37.0007,30.1942,10,4.2
14-10-2005 00:00,37.2223,30.246,10,4.2
15-10-2005 00:00,38.8447,29.2841,18.8,4.2
16-10-2005 00:00,40.8308,33.8604,10,4.1
17-10-2005 00:00,39.0549,26.1431,16.9,4.1
18-10-2005 00:00,37.3995,36.0643,58.7,4.2
19-10-2005 00:00,40.7932,28.2905,7.6,4.6
20-10-2005 00:00,38.7448,29.4597,10,4.1
21-10-2005 00:00,39.7576,39.1273,24.4,4.1
22-10-2005 00:00,39.1629,29.2997,15.8,4.1
23-10-2005 00:00,39.8029,44.2607,75.3,4.4
24-10-2005 00:00,36.6319,42.7085,56.9,4.1
25-10-2005 00:00,37.7941,31.8651,31.5,4.3
26-10-2005 00:00,39.5269,26.3578,10,4.2
27-10-2005 00:00,39.478,26.378,15,4.5
28-10-2005 00:00,37.5388,29.9084,23.9,4.6
29-10-2005 00:00,37.7475,29.1789,10,4.1
30-10-2005 00:00,36.781,36.483,44.8,4.8
31-10-2005 00:00,40.59,41.979,35,4.8
01-11-2005 00:00,39.0736,30.6679,22.7,4.5
02-11-2005 00:00,38.693,26.134,15.1,4.3
03-11-2005 00:00,38.73,26.21,11,4
04-11-2005 00:00,39.1415,28.9968,15.1,4.2
05-11-2005 00:00,35.849,26.935,48.1,4.7
06-11-2005 00:00,39.958,39.2717,10,4.2
07-11-2005 00:00,40.362,26.1443,5,4.3
08-11-2005 00:00,40.4796,26.0294,2,4.5
09-11-2005 00:00,40.48,25.95,22,5.3
10-11-2005 00:00,40.429,26.156,10.8,4.8
11-11-2005 00:00,40.475,26.118,2,5.9
12-11-2005 00:00,40.788,43.8957,62.2,4.4
13-11-2005 00:00,40.422,26.147,3.3,5.5
14-11-2005 00:00,40.376,26.239,25.3,4.7
15-11-2005 00:00,40.4847,26.0827,5,4.5
16-11-2005 00:00,40.5674,26.3606,10,4.5
17-11-2005 00:00,40.2796,26.2436,36,4
18-11-2005 00:00,40.3994,26.0428,20,4.4
19-11-2005 00:00,35.7077,27.0521,59.7,4.3
20-11-2005 00:00,36.9001,31.4702,10,4.1
21-11-2005 00:00,36.266,30.769,62.2,5
22-11-2005 00:00,38.8599,44.8082,72.7,4.1
23-11-2005 00:00,38.5976,26.0164,10,4.1
24-11-2005 00:00,36.2025,28.9186,42,4
25-11-2005 00:00,36.7392,28.2267,34.3,4.1
26-11-2005 00:00,36.4666,26.5222,31,4.7
27-11-2005 00:00,41.09,32.31,10,4
28-11-2005 00:00,38.269,37.6391,27.7,4.2
29-11-2005 00:00,36.13,30.74,40,4
30-11-2005 00:00,35.9845,30.6981,36.5,4.2
01-12-2005 00:00,36.11,31.11,34,4
02-12-2005 00:00,39.2748,43.8607,52.8,4.1
03-12-2005 00:00,39.8786,41.285,50,4
04-12-2005 00:00,40.878,36.058,27.7,4.7
05-12-2005 00:00,35.8881,27.4952,60,4.2
06-12-2005 00:00,39.449,32.132,4.8,4.5
07-12-2005 00:00,37.0382,31.1591,107,4.2
08-12-2005 00:00,38.6,30.18,8,4
09-12-2005 00:00,38.5132,40.7741,31.9,6.6
10-12-2005 00:00,38.6247,40.7685,165.9,4.4
11-12-2005 00:00,38.534,40.642,50.1,4.9
12-12-2005 00:00,38.4999,40.5434,48,4.2
13-12-2005 00:00,38.444,40.84,50,5
14-12-2005 00:00,38.367,40.59,7.4,4.8
15-12-2005 00:00,38.462,40.557,46,4.4
16-12-2005 00:00,38.4221,40.9003,31.4,4.2
17-12-2005 00:00,38.3781,40.4197,32.4,4.3
18-12-2005 00:00,38.8,40.7,58,4
19-12-2005 00:00,38.3711,40.2787,33,4.2
20-12-2005 00:00,38.437,40.575,29.5,4.6
21-12-2005 00:00,38.3954,27.4019,16,4.3
22-12-2005 00:00,38.5096,40.6364,34.6,4.3
23-12-2005 00:00,38.6385,40.8275,28.7,4.2
24-12-2005 00:00,38.7596,40.779,51.4,4.4
25-12-2005 00:00,38.4065,40.4721,37.7,4.6
26-12-2005 00:00,38.7065,40.8194,51.5,4.4
27-12-2005 00:00,36.143,30.73,47.5,4
28-12-2005 00:00,38.7352,40.7642,69.8,4.2
29-12-2005 00:00,38.402,40.632,23.5,4.5
30-12-2005 00:00,40.3626,33.396,3.3,4.4
31-12-2005 00:00,40.2571,33.3368,18,4.1
01-01-2006 00:00,36.6001,26.7606,158.1,4.6
02-01-2006 00:00,38.6803,40.648,38.3,4.6
03-01-2006 00:00,38.45,40.6629,50.2,4.6
04-01-2006 00:00,38.7059,40.5043,39.5,4.4
05-01-2006 00:00,38.701,40.8126,41.7,4.2
06-01-2006 00:00,40.088,35.003,35.9,4.6
07-01-2006 00:00,38.7106,31.0064,23,4.3
08-01-2006 00:00,38.5386,40.441,51.1,4.3
09-01-2006 00:00,36.32,28.139,61.7,4.8
10-01-2006 00:00,38.647,40.7504,44.9,4.7
11-01-2006 00:00,38.441,40.672,31.9,4.7
12-01-2006 00:00,40.5489,43.2171,23.3,4.7
13-01-2006 00:00,36.4258,27.8627,4.8,4.3
14-01-2006 00:00,40.33,32.67,10,4
15-01-2006 00:00,38.61,40.526,31.8,4.5
16-01-2006 00:00,38.4682,40.2827,40.4,4.5
17-01-2006 00:00,38.8339,40.2701,62.1,4.1
18-01-2006 00:00,36.7961,27.9205,31.1,4.6
19-01-2006 00:00,38.61,43.2,56,5
20-01-2006 00:00,38.6001,40.7395,67.6,4.3
21-01-2006 00:00,39.1053,29.61,27,4.1
22-01-2006 00:00,35.8312,31.2301,70.6,4.6
23-01-2006 00:00,40.387,26.2604,10,4.1
24-01-2006 00:00,36.79,27.75,3,4
25-01-2006 00:00,36.8157,27.9302,38.9,4.7
26-01-2006 00:00,36.6717,27.8384,35,4
27-01-2006 00:00,36.0109,28.8603,19,4.4
28-01-2006 00:00,41.879,32.4192,3,4.4
29-01-2006 00:00,39.0961,28.6673,17,4.3
30-01-2006 00:00,38.2368,26.3766,10,4.5
31-01-2006 00:00,41.01,42.97,25,5.1
01-02-2006 00:00,39.801,43.691,25,4.6
02-02-2006 00:00,37.9,37.73,10,4
03-02-2006 00:00,36.6242,27.2818,150.6,4.5
04-02-2006 00:00,40.786,42.126,35,4.5
05-02-2006 00:00,40.731,42.119,35,4.5
06-02-2006 00:00,40.926,42.869,35,5
07-02-2006 00:00,40.972,42.904,38.4,4.8
08-02-2006 00:00,36.9482,27.9381,30.7,4.3
09-02-2006 00:00,39.321,29.082,32.6,4.8
10-02-2006 00:00,39.2556,28.7605,10,4.2
11-02-2006 00:00,39.0021,28.77,10,4.3
12-02-2006 00:00,39.3075,29.1166,19.9,4.2
13-02-2006 00:00,39.26,29.181,15.7,4.4
14-02-2006 00:00,39.2014,29.106,10,4.2
15-02-2006 00:00,39.2575,29.1705,33.2,4.4
16-02-2006 00:00,39.1925,29.1958,10,4.3
17-02-2006 00:00,39.3326,29.1618,21,4.3
18-02-2006 00:00,37.75,29.47,21,4
19-02-2006 00:00,39.26,29.22,10,4
20-02-2006 00:00,39.2767,29.1649,23.9,4.5
21-02-2006 00:00,39.2501,29.1792,10,4.1
22-02-2006 00:00,39.304,29.217,15,4.6
23-02-2006 00:00,39.2585,29.1697,8,4.5
24-02-2006 00:00,39.3504,29.364,5,4.2
25-02-2006 00:00,39.3709,29.3431,3,4.2
26-02-2006 00:00,40.36,28.89,6,4
27-02-2006 00:00,41.1314,42.912,10,4.2
28-02-2006 00:00,39.4771,29.1362,39.5,4.9
01-03-2006 00:00,39.265,29.165,4.8,4.7
02-03-2006 00:00,39.1823,29.0016,11,4.1
03-03-2006 00:00,39.3217,29.2252,2,4.2
04-03-2006 00:00,39.36,29.285,18.8,4.7
05-03-2006 00:00,38.4474,40.0789,59.2,4.3
06-03-2006 00:00,38.2942,40.4137,10,4.4
07-03-2006 00:00,39.3668,29.0642,11,4.1
08-03-2006 00:00,37.5484,35.8975,55,4.6
09-03-2006 00:00,36.7114,35.8976,58.2,4.3
10-03-2006 00:00,42.3529,40.2535,10,4.2
11-03-2006 00:00,37.842,28.7708,11,5.3
12-03-2006 00:00,36.74,27.07,160,5.1
13-03-2006 00:00,36.4763,26.9459,147.5,4.3
14-03-2006 00:00,36.7285,27.4226,157,4.7
15-03-2006 00:00,37.735,29.014,14.2,5.1
16-03-2006 00:00,38.5841,40.5459,44.3,4.2
17-03-2006 00:00,39.329,29.047,10.9,4.8
18-03-2006 00:00,39.3389,29.136,10,4.9
19-03-2006 00:00,38.46,40.944,18.9,5
20-03-2006 00:00,36.5891,26.9601,153.8,4.2
21-03-2006 00:00,39.443,39.981,7,4.7
22-03-2006 00:00,38.2375,26.6958,19,4
23-03-2006 00:00,38.571,40.646,21.9,4.8
24-03-2006 00:00,40.1122,38.9338,39,4.4
25-03-2006 00:00,38.64,26.55,11,4
26-03-2006 00:00,35.833,27.026,83.6,4.7
27-03-2006 00:00,38.5418,26.7423,19,4.6
28-03-2006 00:00,38.47,26.71,6,5
29-03-2006 00:00,38.6249,26.6964,33,4.5
30-03-2006 00:00,38.5167,26.7797,10,4
31-03-2006 00:00,38.4436,26.7845,39,4.2
01-04-2006 00:00,39.08,44.029,8.6,7
02-04-2006 00:00,39.12,44,10,5.1
03-04-2006 00:00,39.119,44.282,10,5.5
04-04-2006 00:00,39.1621,43.6096,33,4.5
05-04-2006 00:00,39.09,43.71,49,5
06-04-2006 00:00,39.5376,44.9943,33,4.3
07-04-2006 00:00,39.6253,43.6521,43,4.5
08-04-2006 00:00,39.18,43.71,46,5
09-04-2006 00:00,38.977,44.154,10,5
10-04-2006 00:00,39.9019,43.8201,33,4.5
11-04-2006 00:00,39.4869,43.7397,10,4.6
12-04-2006 00:00,39.08,44.13,55,5
13-04-2006 00:00,38.953,44.273,10,5.1
14-04-2006 00:00,36.46,27.19,10,4
15-04-2006 00:00,39.4469,44.3869,58.4,4.1
16-04-2006 00:00,39.1094,44.267,33,4.4
17-04-2006 00:00,36.35,27.27,42,4.3
18-04-2006 00:00,38.9885,44.2544,33,4.3
19-04-2006 00:00,36.4717,27.2249,5,4.1
20-04-2006 00:00,36.49,27.22,28,4.3
21-04-2006 00:00,39.1804,44.4799,49,4.2
22-04-2006 00:00,39.0785,44.0641,33,4.4
23-04-2006 00:00,39.3502,44.3705,53.8,4.6
24-04-2006 00:00,40.1817,44.7702,43.6,4.1
25-04-2006 00:00,39.8953,44.2243,45.5,4.9
26-04-2006 00:00,39.34,44.29,59,4
27-04-2006 00:00,39.31,43.66,53,5
28-04-2006 00:00,39.1972,44.2937,64.5,4.2
29-04-2006 00:00,39.1316,44.481,58.3,4.4
30-04-2006 00:00,39.0353,44.4103,50.7,4.3
01-05-2006 00:00,39.17,44.63,65,4
02-05-2006 00:00,38.964,44.221,15,4.8
03-05-2006 00:00,36.1024,26.7749,159.1,4.3
04-05-2006 00:00,38.9749,44.3027,47.1,4.7
05-05-2006 00:00,39.4598,43.6258,51.3,4.3
06-05-2006 00:00,39.3502,43.477,24,4.7
07-05-2006 00:00,39.29,43.62,46,5
08-05-2006 00:00,39.4807,27.383,4,4.1
09-05-2006 00:00,39.226,43.649,15.8,5.3
10-05-2006 00:00,35.8148,26.7931,108,4.2
11-05-2006 00:00,39.408,28.3024,19.3,4.2
12-05-2006 00:00,38.9906,44.1001,33,4.7
13-05-2006 00:00,40.4758,41.6757,10,4.6
14-05-2006 00:00,39.9008,40.0807,33,4.8
15-05-2006 00:00,37.8194,26.8767,10,4
16-05-2006 00:00,38.55,27.66,20,5
17-05-2006 00:00,36.5406,28.5393,64.8,4.1
18-05-2006 00:00,39.16,26.27,10,4
19-05-2006 00:00,41.5162,44.1107,16,4.7
20-05-2006 00:00,39.631,28.6496,22.8,4.2
21-05-2006 00:00,38.645,40.064,17.2,5.2
22-05-2006 00:00,39.315,43.417,15,4.8
23-05-2006 00:00,36.846,27.501,41.6,4.8
24-05-2006 00:00,36.57,26.08,11,4.2
25-05-2006 00:00,36.924,30.725,84.5,4.7
26-05-2006 00:00,39.137,43.4238,28,4.1
27-05-2006 00:00,39.4796,44.0899,37.7,4.7
28-05-2006 00:00,38.736,40.0488,4.1,4.5
29-05-2006 00:00,36.15,27.3,37,4
30-05-2006 00:00,38.9252,44.3765,38,5.6
31-05-2006 00:00,38.89,44.35,40,5
01-06-2006 00:00,39.2298,44.9215,108.3,4.9
02-06-2006 00:00,39.28,45.0012,44,4.2
03-06-2006 00:00,38.9396,44.4044,56.6,4.4
04-06-2006 00:00,36.217,31.332,66.5,5.6
05-06-2006 00:00,36.23,28.84,64,4
06-06-2006 00:00,36.99,28.91,10,4
07-06-2006 00:00,36,31.36,10,4.1
08-06-2006 00:00,41.936,43.95,14.9,4.6
09-06-2006 00:00,39.4772,27.6313,10,4.1
10-06-2006 00:00,35.7235,27.3766,43.4,4.4
11-06-2006 00:00,36.0086,31.0596,62,4.5
12-06-2006 00:00,39.6227,41.1477,52.9,4.3
13-06-2006 00:00,39.5608,43.993,10,4.4
14-06-2006 00:00,36.6234,26.9709,156.5,4.4
15-06-2006 00:00,36.1611,27.6914,8.9,4.3
16-06-2006 00:00,38.5255,39.8101,33,4.3
17-06-2006 00:00,36.6119,25.96,24,4.1
18-06-2006 00:00,37.9722,27.7299,10,4.2
19-06-2006 00:00,37.9935,28.7479,10,4
20-06-2006 00:00,39.1342,43.9041,33.5,4.9
21-06-2006 00:00,38.639,31.08,22.2,4.4
22-06-2006 00:00,40.0365,45.0195,1.1,4.8
23-06-2006 00:00,40.992,33.568,16.1,5.8
24-06-2006 00:00,37.3665,31.9344,10,4.1
25-06-2006 00:00,39.01,29.62,10,4.8
26-06-2006 00:00,37.89,27.902,16.3,4.7
27-06-2006 00:00,38.0049,28.0308,10,4
28-06-2006 00:00,37.9685,28.0062,5,4.2
29-06-2006 00:00,39.31,43.53,38,5
30-06-2006 00:00,37.94,27.93,4,4
01-07-2006 00:00,35.7835,27.4741,40.3,4.1
02-07-2006 00:00,37.9185,27.923,10,4
03-07-2006 00:00,37.937,27.9886,10,4.3
04-07-2006 00:00,37.7249,32.095,30.7,4.2
05-07-2006 00:00,36.039,27.755,79.1,5.4
06-07-2006 00:00,38.358,27.211,15.2,4.8
07-07-2006 00:00,39.3624,29.1313,10,4.3
08-07-2006 00:00,37.3102,36.1916,67.7,4.7
09-07-2006 00:00,38.368,27.211,21.2,5.3
10-07-2006 00:00,38.473,27.2801,5,4
11-07-2006 00:00,41.517,44.23,7,5.6
12-07-2006 00:00,40.1095,42.367,66.6,4.6
13-07-2006 00:00,37.48,28.86,5,5
14-07-2006 00:00,39.4336,41.4203,139,4.6
15-07-2006 00:00,41.0372,44.2558,14,4.6
16-07-2006 00:00,38.9321,27.8959,10,4.1
17-07-2006 00:00,39.5124,43.6919,55.5,4.4
18-07-2006 00:00,39.649,44.0999,56.2,4.9
19-07-2006 00:00,39.2542,44.4749,33,4.5
20-07-2006 00:00,39.0033,43.5792,55,4.3
21-07-2006 00:00,37.08,36.797,43.3,4.4
22-07-2006 00:00,40.1397,28.7435,10,4.2
23-07-2006 00:00,39.629,39.876,7,4.7
24-07-2006 00:00,39.7593,40.0137,53.8,4.6
25-07-2006 00:00,39.6935,39.6677,41.8,4.4
26-07-2006 00:00,37.8402,32.6553,41.1,4.4
27-07-2006 00:00,35.9737,27.153,93.6,4.7
28-07-2006 00:00,40.9713,42.9016,38.5,4.3
29-07-2006 00:00,38.2078,32.1952,33,4.3
30-07-2006 00:00,37.8076,26.8823,5.2,4.7
31-07-2006 00:00,37.22,28.99,10,4.9
01-08-2006 00:00,38.2,27.1,56,4.7
02-08-2006 00:00,40.1978,29.5804,10,4.3
03-08-2006 00:00,40.3542,42.6531,12.6,4.5
04-08-2006 00:00,39.5212,25.9402,15,4.1
05-08-2006 00:00,40.7856,27.6835,27.9,4.6
06-08-2006 00:00,37.5418,28.8114,10,4.8
07-08-2006 00:00,41.2318,44.0359,10,4.4
08-08-2006 00:00,39.44,33.174,21.9,4.9
09-08-2006 00:00,37.557,30.038,22.3,4.6
10-08-2006 00:00,39.3286,41.0724,127.9,4.3
11-08-2006 00:00,41.2498,43.9895,7.8,4.7
12-08-2006 00:00,36.3904,27.6703,105.3,4
13-08-2006 00:00,41.831,43.83,25,4.8
14-08-2006 00:00,36.91,29.28,29,4
15-08-2006 00:00,38.062,38.6451,30.6,4.6
16-08-2006 00:00,38.001,38.591,37.1,4.5
17-08-2006 00:00,38.0298,38.4747,26.4,4.2
18-08-2006 00:00,39.3003,29.3301,10,4.6
19-08-2006 00:00,41.0733,33.2109,2,4.1
20-08-2006 00:00,36.6896,27.0742,167.5,4.3
21-08-2006 00:00,36.0369,27.2439,9.4,4.1
22-08-2006 00:00,38.0963,38.4395,40,4.1
23-08-2006 00:00,37.437,38.1132,33,4.5
24-08-2006 00:00,39.9017,44.0692,10,4.4
25-08-2006 00:00,36.04,26.39,114,5.1
26-08-2006 00:00,38.047,37.42,26.8,4.6
27-08-2006 00:00,40.536,34.96,9.9,4.6
28-08-2006 00:00,36.5975,28.381,12.3,4.2
29-08-2006 00:00,38.2592,36.4502,10,4.2
30-08-2006 00:00,40.3,29.26,10,4.3
31-08-2006 00:00,35.69,31.05,101,4
01-09-2006 00:00,39.91,39.6,11,5
02-09-2006 00:00,39.9733,39.6379,42.1,4.4
03-09-2006 00:00,38.06,36.57,10,4
04-09-2006 00:00,41.32,44.22,3,4.6
05-09-2006 00:00,35.99,31.3,67,4
06-09-2006 00:00,36.6275,27.0483,135.8,4.3
07-09-2006 00:00,38.5295,39.5434,10,4.5
08-09-2006 00:00,35.999,30.686,62.1,4.4
09-09-2006 00:00,39.12,43.91,44,5
10-09-2006 00:00,39.3272,41.5123,88.8,4.5
11-09-2006 00:00,39.0914,25.9852,10,4.2
12-09-2006 00:00,41.2566,44.0822,3,4.7
13-09-2006 00:00,37.581,36.18,48,4.7
14-09-2006 00:00,38.2281,25.9447,2,4.4
15-09-2006 00:00,36.46,31.72,111,5.9
16-09-2006 00:00,40.8868,33.5791,10,4.1
17-09-2006 00:00,38.794,26.607,14.8,5.8
18-09-2006 00:00,38.6924,26.7359,24.5,4.4
19-09-2006 00:00,38.73,26.53,7,4
20-09-2006 00:00,38.694,26.684,15.7,5.3
21-09-2006 00:00,38.719,26.672,3.8,4.6
22-09-2006 00:00,38.6814,26.5921,6.5,4.6
23-09-2006 00:00,38.638,26.681,10.7,4.6
24-09-2006 00:00,36.8,29.0339,10.5,4.1
25-09-2006 00:00,35.68,29,33,4.2
26-09-2006 00:00,38.7228,26.6081,1.7,4.6
27-09-2006 00:00,38.9548,26.7629,10,4.6
28-09-2006 00:00,40.728,31.842,26.7,4.7
29-09-2006 00:00,39.649,28.697,4.4,5.3
30-09-2006 00:00,38.7206,38.7487,10,4.1
01-10-2006 00:00,38.04,28.95,10,4
02-10-2006 00:00,35.909,27.416,81.4,5.3
03-10-2006 00:00,39.6877,28.5734,10,5
04-10-2006 00:00,37.9931,28.9113,10.4,4.2
05-10-2006 00:00,40.82,33.73,1,4
06-10-2006 00:00,36.4339,26.31,10,4.2
07-10-2006 00:00,36.0539,27.6789,88.5,4.1
08-10-2006 00:00,39.9029,43.8467,50.2,4.5
09-10-2006 00:00,39.32,28.83,8,4
