Date(UTC),Latitude,Longitude,Depth,Magnitude
10-07-2008 00:00,38.7314,27.8207,10,4
11-07-2008 00:00,39.2493,26.2565,19.3,4.6
12-07-2008 00:00,35.8774,27.1699,96.8,4
13-07-2008 00:00,36.584,27.7097,113.2,4.1
14-07-2008 00:00,37.99,37.1,10,4.1
15-07-2008 00:00,35.95,30.617,57.6,5
16-07-2008 00:00,40.4566,29.2403,7.5,4
17-07-2008 00:00,36.6535,27.1747,161.9,4.2
18-07-2008 00:00,39.1513,40.5,10,4.2
19-07-2008 00:00,40.635,40.8781,10,4.3
20-07-2008 00:00,36.772,31.122,106.8,4.7
21-07-2008 00:00,37.8549,26.955,1,4.6
22-07-2008 00:00,36.309,28.273,42.1,5.1
23-07-2008 00:00,36.263,28.32,32.8,4.6
24-07-2008 00:00,36.4375,28.1229,4.1,4.4
25-07-2008 00:00,36.2532,28.2559,36,4.5
26-07-2008 00:00,36.2779,28.2445,20.3,4.5
27-07-2008 00:00,36.2847,28.3288,14,4.7
28-07-2008 00:00,36.2751,28.3518,10,4.4
29-07-2008 00:00,36.2404,28.3097,8,4.6
30-07-2008 00:00,36.2631,28.301,10,4.6
31-07-2008 00:00,36.326,28.344,34.9,4.6
01-08-2008 00:00,36.28,28.1746,8.1,4.2
02-08-2008 00:00,36.3799,28.2089,18.2,4.5
03-08-2008 00:00,40.4182,28.4575,17.7,4.4
04-08-2008 00:00,36.1922,28.3259,6,4.6
05-08-2008 00:00,37.873,30.2693,11.7,4.2
06-08-2008 00:00,37.636,37.5649,10,4.7
07-08-2008 00:00,37.89,38.52,10,4.2
08-08-2008 00:00,37.11,36.38,10,4
09-08-2008 00:00,37.9452,31.0077,10,4.6
10-08-2008 00:00,36.0583,29.1466,13.6,4.5
11-08-2008 00:00,37.9306,31.0982,16,4.5
12-08-2008 00:00,37.9821,31.0814,10,4.6
13-08-2008 00:00,38.047,43.053,15,4.8
14-08-2008 00:00,36.782,28.2849,77.8,4.3
15-08-2008 00:00,37.9087,30.9896,10,4.2
16-08-2008 00:00,37.9274,30.938,10,4.6
17-08-2008 00:00,36.797,27.716,27.6,4.7
18-08-2008 00:00,36.87,27.7897,10,4.1
19-08-2008 00:00,36.88,27.729,24.9,4.8
20-08-2008 00:00,37.021,36.025,10,4.2
21-08-2008 00:00,39.4261,27.9823,26.2,4.1
22-08-2008 00:00,40.1365,29.232,6.4,4.5
23-08-2008 00:00,38.3416,30.8315,9,4.7
24-08-2008 00:00,39.9554,29.157,7.8,4.2
25-08-2008 00:00,37.7991,37.5984,2.7,4.4
26-08-2008 00:00,37.2184,30.6004,9.7,4.6
27-08-2008 00:00,39.805,45.125,15,4.7
28-08-2008 00:00,36.2865,28.2238,1,4.5
29-08-2008 00:00,37.6008,30.0167,10,4
30-08-2008 00:00,39.2393,40.3382,10,4.3
31-08-2008 00:00,35.7326,27.494,35.5,4.2
01-09-2008 00:00,38.9084,40.5252,10,4.2
02-09-2008 00:00,39.066,44.115,15,5.5
03-09-2008 00:00,39.046,44.111,6.5,4.6
04-09-2008 00:00,39.1,28.1,33,4
05-09-2008 00:00,40.892,28.317,15,5.3
06-09-2008 00:00,39.1049,44.0241,16.6,4.2
07-09-2008 00:00,36.9246,29.6423,24.2,4.4
08-09-2008 00:00,40.6962,42.1241,10,4.3
09-09-2008 00:00,40.0631,42.627,10,4.2
10-09-2008 00:00,36.0442,28.1234,7,4.2
11-09-2008 00:00,40.2772,25.8542,9.4,4.1
12-09-2008 00:00,40.6476,34.7712,10,4.1
13-09-2008 00:00,36.2838,26.726,129.6,4.1
14-09-2008 00:00,37.4725,27.1518,10,4
15-09-2008 00:00,36.8433,27.6087,16,4
16-09-2008 00:00,39.0778,30.1793,11.5,4
17-09-2008 00:00,37.2057,29.9549,1.3,4
18-09-2008 00:00,38.451,43.084,15,5.5
19-09-2008 00:00,40.5757,41.4841,34.6,4.5
20-09-2008 00:00,39.0633,44.1455,54.2,4.1
21-09-2008 00:00,36.8,44.01,10,4.9
22-09-2008 00:00,36.891,44.0073,33,4
23-09-2008 00:00,38.2201,38.7348,10,4.1
24-09-2008 00:00,38.8953,44.4827,33,4.1
25-09-2008 00:00,41.025,41.6971,10,4.2
26-09-2008 00:00,35.861,35.713,25,4.6
27-09-2008 00:00,38.8552,26.9991,2.8,4.5
28-09-2008 00:00,37.8942,29.2429,11,4.7
29-09-2008 00:00,36.5943,26.2889,26.3,4.3
30-09-2008 00:00,42.025,41.708,17.6,5
01-10-2008 00:00,36.2603,26.3456,123.8,4.6
02-10-2008 00:00,36.0233,27.1647,49.5,4.2
03-10-2008 00:00,35.988,27.366,40.4,4.5
04-10-2008 00:00,39.5478,40.104,10,4.2
05-10-2008 00:00,35.7551,26.8488,91.9,4.6
06-10-2008 00:00,38.0059,44.7615,33,4.5
07-10-2008 00:00,40.3474,41.5003,10,4.9
08-10-2008 00:00,36.7231,28.3474,111,4.2
09-10-2008 00:00,37.9608,27.688,19.4,4.8
10-10-2008 00:00,36.101,28.1465,4.1,4.7
11-10-2008 00:00,38.4481,30.0792,36.9,4.5
12-10-2008 00:00,36.0796,27.1451,33,4
13-10-2008 00:00,40.918,44.12,5,6.7
14-10-2008 00:00,40.937,44.225,10,5.8
15-10-2008 00:00,40.8295,44.2279,16,4.7
16-10-2008 00:00,40.9222,43.167,10,4.4
17-10-2008 00:00,40.6636,45.149,10,4.4
18-10-2008 00:00,40.942,44.087,15,5
19-10-2008 00:00,40.9628,44.2369,1.8,4.7
20-10-2008 00:00,39.1647,30.3372,32.6,4.1
21-10-2008 00:00,41.058,44.3503,10,4.3
22-10-2008 00:00,40.9022,44.206,2.1,4.4
23-10-2008 00:00,41.7634,44.2741,10,4.2
24-10-2008 00:00,41.1161,44.3221,7.5,4.4
25-10-2008 00:00,40.8503,44.2266,14.4,4.8
26-10-2008 00:00,41.0297,44.0371,7,4.2
27-10-2008 00:00,41.0372,44.374,10,4.5
28-10-2008 00:00,41.0281,44.1813,9.8,4.6
29-10-2008 00:00,40.803,44.41,10,4.8
30-10-2008 00:00,36.618,30.0287,76.9,4.9
31-10-2008 00:00,40.962,44.215,10,4.8
01-11-2008 00:00,40.709,44.1528,10,4.4
02-11-2008 00:00,40.9343,44.2133,10,4.5
03-11-2008 00:00,38.7306,39.4663,10,4.2
04-11-2008 00:00,37.5,36.2,10,4.1
05-11-2008 00:00,41.0236,44.3482,10,4.4
06-11-2008 00:00,37.5933,32.1117,8,4.6
07-11-2008 00:00,37.534,32.166,31.2,4.5
08-11-2008 00:00,37.6054,32.0864,10,4.7
09-11-2008 00:00,37.3826,27.6363,10,4.1
10-11-2008 00:00,35.9182,27.4327,49.5,4.3
11-11-2008 00:00,36.0691,27.2728,31.4,4.5
12-11-2008 00:00,40.882,43.965,10,4.7
13-11-2008 00:00,37.7205,32.1524,10,4.5
14-11-2008 00:00,40.941,44.27,10,4.9
15-11-2008 00:00,39.7833,30.6953,5.4,4.3
16-11-2008 00:00,37.0897,27.6938,10,4.6
17-11-2008 00:00,37.0006,27.5978,8.3,4.4
18-11-2008 00:00,38.7669,40.8036,10,4.3
19-11-2008 00:00,41.0129,44.101,10,4.3
20-11-2008 00:00,35.7592,27.3092,92.1,4
21-11-2008 00:00,37.1668,30.9462,132.1,4.1
22-11-2008 00:00,38.1417,39.5735,10,4.3
23-11-2008 00:00,41.0281,44.3674,10,4.3
24-11-2008 00:00,40.4259,29.1492,11,4.1
25-11-2008 00:00,39.0506,29.7138,22.7,4.4
26-11-2008 00:00,35.7545,26.079,10,4.2
27-11-2008 00:00,37.007,28.163,23.3,5.4
28-11-2008 00:00,37.709,29.314,14.4,5.3
29-11-2008 00:00,37.7179,29.2631,19.3,4.4
30-11-2008 00:00,37.7291,29.2375,22.7,4.5
01-12-2008 00:00,37.44,36.42,10,4
02-12-2008 00:00,36.348,27.662,87.9,4.5
03-12-2008 00:00,40.2575,41.9627,10,4.7
04-12-2008 00:00,41.0547,43.9487,3.2,4.5
05-12-2008 00:00,37.76,36.66,10,4
06-12-2008 00:00,36.6127,42.2145,33,4.5
07-12-2008 00:00,37.016,28.153,18.7,5.5
08-12-2008 00:00,37.0099,28.0293,17.9,4.3
09-12-2008 00:00,36.995,28.101,20.8,5.5
10-12-2008 00:00,37.032,27.9866,11,4
11-12-2008 00:00,37.0491,28.0263,6.1,4.1
12-12-2008 00:00,37.0355,27.9349,8.4,4.1
13-12-2008 00:00,36.219,28.0904,81,4
14-12-2008 00:00,39.6684,27.8826,10,4.2
15-12-2008 00:00,39.7105,27.9189,23.8,4.2
16-12-2008 00:00,39.616,40.185,39.3,5.4
17-12-2008 00:00,39.6268,27.8105,8.2,4.2
18-12-2008 00:00,37.7928,29.2873,10,4.1
19-12-2008 00:00,37.7223,26.7433,10,4.1
20-12-2008 00:00,36.3679,31.9288,109.5,4
21-12-2008 00:00,36.745,35.944,46.4,5.1
22-12-2008 00:00,37.0207,28.0621,21.3,4.3
23-12-2008 00:00,36.7226,28.0128,65.7,4.1
24-12-2008 00:00,37.1556,31.0875,124.8,4.2
25-12-2008 00:00,35.9802,30.7814,62.2,4.6
26-12-2008 00:00,39.1166,26.6014,2.6,4.5
27-12-2008 00:00,36.1374,27.1935,48.5,4.3
28-12-2008 00:00,36.46,34.7669,60.6,4
29-12-2008 00:00,36.1056,29.4099,33,4.1
30-12-2008 00:00,39.1829,26.3161,7.7,4.4
31-12-2008 00:00,39.182,26.208,15,4.9
01-01-2009 00:00,36.0757,28.8541,57.8,4.2
02-01-2009 00:00,40.4,33.3,7,4
03-01-2009 00:00,37.7005,30.2518,28.2,4.3
04-01-2009 00:00,38.9666,35.5435,33,4.2
05-01-2009 00:00,39.0096,35.3977,36.1,4.1
06-01-2009 00:00,39.75,32.84,10,4.1
07-01-2009 00:00,36.85,35.78,10,4
08-01-2009 00:00,36.4706,26.9918,142.2,4.6
09-01-2009 00:00,38.6196,26.1851,12.5,4.5
10-01-2009 00:00,36.688,26.638,3.2,4.6
11-01-2009 00:00,36.7576,26.6179,15,4.1
12-01-2009 00:00,36.5553,26.6139,10,4
13-01-2009 00:00,36.6829,26.9542,158.8,4.2
14-01-2009 00:00,39.3027,28.2712,10,4.2
15-01-2009 00:00,37.8704,29.2158,7.3,4.5
16-01-2009 00:00,37.944,29.1904,10,4.7
17-01-2009 00:00,36.9127,26.4193,10,4.6
18-01-2009 00:00,38.2994,26.5375,5.8,4.6
19-01-2009 00:00,36.7923,26.6076,16,4.1
20-01-2009 00:00,36.4096,26.7896,142.2,4.3
21-01-2009 00:00,36.2788,27.1526,1,4
22-01-2009 00:00,36.139,27.0777,10,4.6
23-01-2009 00:00,36.0848,27.1452,26.3,4.3
24-01-2009 00:00,36.1577,27.1792,10,4
25-01-2009 00:00,36.112,27.126,39,4.6
26-01-2009 00:00,36.514,26.4371,148.2,4
27-01-2009 00:00,36.1109,27.211,10,4
28-01-2009 00:00,36.129,27.176,42.6,4.7
29-01-2009 00:00,36.1322,27.2174,10,4
30-01-2009 00:00,36.1332,27.1803,10,4
31-01-2009 00:00,36.1734,27.147,10,4
01-02-2009 00:00,36.0883,27.1582,23.1,4.7
02-02-2009 00:00,36.1222,27.1598,10,4
03-02-2009 00:00,36.1556,27.1,6.1,4.8
04-02-2009 00:00,36.1206,27.1673,10,4.7
05-02-2009 00:00,36.0023,27.1924,11.9,4.4
06-02-2009 00:00,36.0446,27.1408,22.9,4.6
07-02-2009 00:00,36.1177,27.1389,16.4,4.4
08-02-2009 00:00,36.1275,27.1418,12.8,4.7
09-02-2009 00:00,36.1531,27.1751,10,4
10-02-2009 00:00,36.0357,27.1183,36.7,4.1
11-02-2009 00:00,36.0341,27.2298,20.6,4
12-02-2009 00:00,35.9685,27.25,21.9,4.4
13-02-2009 00:00,36.0507,27.1444,41.9,4.5
14-02-2009 00:00,36.1269,27.1551,5.4,4
15-02-2009 00:00,35.6882,26.1521,115,4.1
16-02-2009 00:00,36.0664,27.2567,21.9,4.6
17-02-2009 00:00,36.0924,27.2699,22.5,4.6
18-02-2009 00:00,36.0123,27.1864,15.3,4.3
19-02-2009 00:00,36.0649,27.1778,23.8,4.4
20-02-2009 00:00,36.087,27.1428,10.1,4.7
21-02-2009 00:00,39.4761,26.0912,10.4,4.3
22-02-2009 00:00,39.1077,25.9248,21.3,4.1
23-02-2009 00:00,36.6584,27.0688,158.9,4.6
24-02-2009 00:00,39.5693,27.9383,10,4
25-02-2009 00:00,36.1983,27.1009,7,5
26-02-2009 00:00,36.0962,27.1755,20.1,4.4
27-02-2009 00:00,36.1145,27.1817,37.4,4.7
28-02-2009 00:00,36.154,27.128,40.2,4.7
01-03-2009 00:00,36.0717,27.1527,26.8,4.1
02-03-2009 00:00,36.1618,27.0927,20,4.3
03-03-2009 00:00,36.0505,27.2142,54.3,4.4
04-03-2009 00:00,36.0454,27.1473,19.5,4.8
05-03-2009 00:00,38.1998,40.5633,26.4,4.2
06-03-2009 00:00,36.0549,27.2013,21.1,4.1
07-03-2009 00:00,36.126,27.099,43,4.7
08-03-2009 00:00,36.1845,27.1316,22,4.7
09-03-2009 00:00,39.996,40.047,39.9,5.4
10-03-2009 00:00,36.4552,26.6967,145.9,4.1
11-03-2009 00:00,40.2459,39.347,10,4
12-03-2009 00:00,36.613,26.872,139.3,4.6
13-03-2009 00:00,39.656,38.365,41.9,4.6
14-03-2009 00:00,36.091,27.1854,20.8,4.1
15-03-2009 00:00,36.2734,27.1355,10,4.5
16-03-2009 00:00,36.215,27.1478,10,4
17-03-2009 00:00,36.022,27.2482,19.9,4.1
18-03-2009 00:00,36.1555,27.1712,10,4.1
19-03-2009 00:00,36.2826,27.1866,1,4
20-03-2009 00:00,36.1509,27.104,19.3,4
21-03-2009 00:00,36.2959,27.1205,10,4
22-03-2009 00:00,36.1001,27.1765,10.9,4.5
23-03-2009 00:00,36.8942,28.6404,10,4.2
24-03-2009 00:00,37.3275,29.2329,19.1,4.2
25-03-2009 00:00,37.026,29.531,40.4,5.5
26-03-2009 00:00,37.0573,29.5439,19.7,4.2
27-03-2009 00:00,37.0778,29.4834,4.6,4.1
28-03-2009 00:00,37.0018,29.5295,13.3,4
29-03-2009 00:00,40.222,33.893,37.2,4.8
30-03-2009 00:00,37.0277,29.558,13.2,4
31-03-2009 00:00,37.0621,29.6108,10,4
01-04-2009 00:00,36.9983,29.5861,35.6,4.4
02-04-2009 00:00,35.979,28.074,57.2,4.8
03-04-2009 00:00,36.27,27.212,40.5,4.6
04-04-2009 00:00,37.0166,27.9837,7.4,4.5
05-04-2009 00:00,37.0812,29.4259,10,4
06-04-2009 00:00,37.0409,29.5337,19.7,4.2
07-04-2009 00:00,37.0753,29.6055,18.7,4.1
08-04-2009 00:00,36.4377,26.8831,146.3,4.3
09-04-2009 00:00,37.1394,29.5223,10,4.7
10-04-2009 00:00,36.2206,31.8164,98.1,4
11-04-2009 00:00,39.5387,28.5276,10,4.3
12-04-2009 00:00,36.1155,27.2542,10,4
13-04-2009 00:00,37.41,30.5549,10,4.2
14-04-2009 00:00,36.4464,28.2228,76.6,4.1
15-04-2009 00:00,37.0331,29.4679,40.2,4
16-04-2009 00:00,37.5163,29.5845,22.8,4.3
17-04-2009 00:00,37.0473,33.9942,24.3,4.2
18-04-2009 00:00,38.2508,30.9146,8,4
19-04-2009 00:00,40.2331,33.7625,10,4.2
20-04-2009 00:00,38.5348,26.8994,4.9,4
21-04-2009 00:00,39.8444,30.2326,18.2,4.3
22-04-2009 00:00,37.103,29.834,10,4.4
23-04-2009 00:00,36.2998,29.4678,71.3,4
24-04-2009 00:00,35.8483,35.6162,10,4.3
25-04-2009 00:00,36.7923,29.0471,6.4,4.2
26-04-2009 00:00,37.0267,29.6006,19,5
27-04-2009 00:00,37.5819,26.9365,1.3,4.4
28-04-2009 00:00,36.3508,26.8509,131.3,4.1
29-04-2009 00:00,38.3784,36.6042,35.1,4.1
30-04-2009 00:00,36.1373,27.7968,71.9,4
01-05-2009 00:00,41.335,43.738,15,5.4
02-05-2009 00:00,40.3658,31.3256,10,4.5
03-05-2009 00:00,38.591,28.0391,6.7,4.7
04-05-2009 00:00,42.076,44.3196,33,4.1
05-05-2009 00:00,37.852,27.9792,10,4.1
06-05-2009 00:00,39.9222,30.167,7.5,4
07-05-2009 00:00,40.6902,28.5579,8.3,4
08-05-2009 00:00,37.0546,29.5123,28.5,4.1
09-05-2009 00:00,37.1183,29.5519,6.5,4.9
10-05-2009 00:00,37.1211,29.4809,1,5.3
11-05-2009 00:00,37.0986,29.4867,14,4
12-05-2009 00:00,39.43,28.0345,19,4
13-05-2009 00:00,36.3209,26.3982,144,4.1
14-05-2009 00:00,36.6331,26.2329,10,4.7
15-05-2009 00:00,36.9821,28.835,2.3,4.3
16-05-2009 00:00,40.169,34.0081,20.4,4
17-05-2009 00:00,37.128,42.668,11.3,4.7
18-05-2009 00:00,37.1969,42.5593,26.4,4.7
19-05-2009 00:00,37.17,42.5897,21,4.9
20-05-2009 00:00,36.155,31.1536,25.7,4.1
21-05-2009 00:00,38.6543,31.7852,52.8,4.8
22-05-2009 00:00,40.788,28.844,14.5,4.8
23-05-2009 00:00,35.7155,27.4566,38.5,4.2
24-05-2009 00:00,38.4844,26.6658,14,4.9
25-05-2009 00:00,40.637,29.078,9.1,4.6
26-05-2009 00:00,38.2626,30.273,8,4
27-05-2009 00:00,40.8504,27.9093,11,4.5
28-05-2009 00:00,37.032,30.966,112.1,5.1
29-05-2009 00:00,36.1029,27.8468,95.6,4
30-05-2009 00:00,35.767,28.4165,70.8,4.3
31-05-2009 00:00,37.299,36.116,42.3,5.3
01-06-2009 00:00,36.2155,31.1528,71.4,4.1
02-06-2009 00:00,39.2594,26.5761,10,4.2
03-06-2009 00:00,39.617,41.158,35,4.5
04-06-2009 00:00,40.0128,43.6762,10,4
05-06-2009 00:00,42.349,43.844,15,4.9
06-06-2009 00:00,42.259,43.644,15,4.6
07-06-2009 00:00,42.302,43.908,15,4.7
08-06-2009 00:00,41.7422,43.9591,10,4.1
09-06-2009 00:00,42.3547,43.3589,23.9,4.2
10-06-2009 00:00,42.3673,43.4629,10,4.6
11-06-2009 00:00,42.3763,43.9597,10,4.2
12-06-2009 00:00,42.3,43.68,15,4.5
13-06-2009 00:00,42.378,43.9584,3.5,4.5
14-06-2009 00:00,42.3267,43.5099,10,4.2
15-06-2009 00:00,42.0039,43.6132,10,4.3
16-06-2009 00:00,42.2368,43.8883,10,4
17-06-2009 00:00,41.9867,43.8148,33,4.3
18-06-2009 00:00,42.1847,43.4884,10,4.3
19-06-2009 00:00,42.3259,43.5147,9.3,4
20-06-2009 00:00,42.373,43.915,15,4.8
21-06-2009 00:00,38.9349,26.0452,28,4.1
22-06-2009 00:00,36.737,31.1751,129.2,4.1
23-06-2009 00:00,42.2714,43.7781,5,4.2
24-06-2009 00:00,40.5299,26.419,8.3,4.1
25-06-2009 00:00,36.4127,28.4706,14.3,4.2
26-06-2009 00:00,40.077,42.842,35,5.1
27-06-2009 00:00,38.967,26.3439,10,4
28-06-2009 00:00,35.7606,28.2372,10,4.1
29-06-2009 00:00,40.4042,42.8102,50.2,4.2
30-06-2009 00:00,38.45,27.12,12,4.1
01-07-2009 00:00,38.52,27.13,8,4.1
02-07-2009 00:00,40.145,42.891,35,4.5
03-07-2009 00:00,42.249,44.087,10,4.4
04-07-2009 00:00,40.252,42.9242,43.4,4.5
05-07-2009 00:00,42.2536,44.1257,7,4.8
06-07-2009 00:00,39.6029,27.8109,10.6,4.2
07-07-2009 00:00,42.346,44.123,15,5.4
08-07-2009 00:00,41.9434,43.6516,33,4.1
09-07-2009 00:00,36.133,27.152,101.1,4.7
10-07-2009 00:00,36.7885,45.1495,35.9,4.3
11-07-2009 00:00,39.312,27.9248,12.5,4
12-07-2009 00:00,36.6,44.064,20,5.5
13-07-2009 00:00,36.596,44.023,15,4.7
14-07-2009 00:00,36.497,43.993,15,4.7
15-07-2009 00:00,37.268,29.726,36.8,4.6
16-07-2009 00:00,37.2978,29.7378,1.1,4.2
17-07-2009 00:00,37.2851,29.7161,27.8,4
18-07-2009 00:00,38.65,26.71,7,4.1
19-07-2009 00:00,36.7382,31.1781,135.5,4.1
20-07-2009 00:00,36.94,29.23,10,4
21-07-2009 00:00,36.3232,28.2108,47.7,4.3
22-07-2009 00:00,42.3869,43.8787,1.2,4.3
23-07-2009 00:00,39.937,42.0511,10,4.2
24-07-2009 00:00,36.1494,35.8835,41.9,4
25-07-2009 00:00,36.5525,28.0287,91.1,4.1
26-07-2009 00:00,35.9918,35.8054,50.6,4.4
27-07-2009 00:00,36.5375,30.7894,10,4.1
28-07-2009 00:00,36.1752,31.8055,113.3,4.3
29-07-2009 00:00,39.031,41.5844,49,4.2
30-07-2009 00:00,37.096,36.0342,10,4.1
31-07-2009 00:00,36.1372,35.8343,10,4.2
01-08-2009 00:00,37.337,36.268,41.3,4.7
02-08-2009 00:00,40.4646,33.2875,22.3,4.2
03-08-2009 00:00,37.4388,36.1411,10,4.1
04-08-2009 00:00,36.7694,30.5201,29.1,4
05-08-2009 00:00,41.083,43.432,15,5.1
06-08-2009 00:00,36.529,30.9059,136.4,4
07-08-2009 00:00,37.0979,35.7018,10,4.3
08-08-2009 00:00,36.1983,31.3871,82.4,4.2
09-08-2009 00:00,41.3771,43.4435,20.2,4.3
10-08-2009 00:00,35.767,28.448,37.8,5
11-08-2009 00:00,36.0851,31.6817,10,4.1
12-08-2009 00:00,38.9652,45.0609,33,4.3
13-08-2009 00:00,36.0107,28.0835,33,4
14-08-2009 00:00,36.3803,26.4925,141.6,4.1
15-08-2009 00:00,37.0524,29.5595,26.6,4.2
16-08-2009 00:00,36.0727,31.0893,7.4,4
17-08-2009 00:00,36.8936,35.6646,20.5,4.1
18-08-2009 00:00,39.3284,28.1192,3.5,4.3
19-08-2009 00:00,36.519,45.113,20,4.7
20-08-2009 00:00,36.162,31.792,106.7,5.2
21-08-2009 00:00,37.4198,31.2572,10,4.1
22-08-2009 00:00,37.9099,29.8299,5.6,4.1
23-08-2009 00:00,37.2041,37.4133,10,4
24-08-2009 00:00,35.9528,29.2339,14.4,4
25-08-2009 00:00,37.5456,35.956,10,4.1
26-08-2009 00:00,40.5855,35.8332,10,4.3
27-08-2009 00:00,40.559,35.949,5.6,4.9
28-08-2009 00:00,38.3778,31.1081,9.1,4
29-08-2009 00:00,39.8442,33.9,8.5,4.1
30-08-2009 00:00,41.221,43.5713,10,4.1
31-08-2009 00:00,39.0752,26.0341,8.9,4.1
01-09-2009 00:00,38.9765,26.0311,4.6,4.1
02-09-2009 00:00,38.355,45.011,15,4.4
03-09-2009 00:00,39.1061,25.9978,2.8,4.1
04-09-2009 00:00,39.72,39.632,22.2,6.6
05-09-2009 00:00,39.879,39.455,46.5,4.7
06-09-2009 00:00,39.2237,39.7816,10,4.4
07-09-2009 00:00,39.791,39.612,66.1,4.6
08-09-2009 00:00,39.618,39.722,7,4.6
09-09-2009 00:00,39.519,39.962,7,5.9
10-09-2009 00:00,35.9659,27.8073,10,4.2
11-09-2009 00:00,36.4625,26.5655,165.1,4
12-09-2009 00:00,39.623,39.871,7,4.6
13-09-2009 00:00,39.3627,39.819,12.9,4
14-09-2009 00:00,40.172,28.414,16.8,4.9
15-09-2009 00:00,35.6901,27.5137,76.2,4
16-09-2009 00:00,37.327,30.928,22.5,4.6
17-09-2009 00:00,35.9988,28.308,90.6,4.1
18-09-2009 00:00,39.4332,39.6291,10,4.1
19-09-2009 00:00,39.4,28.68,12,4
20-09-2009 00:00,39.4377,39.9234,10,4
21-09-2009 00:00,40.7961,27.9314,5.6,4
22-09-2009 00:00,36.0576,29.0384,11.8,4
23-09-2009 00:00,38.9714,29.2104,4.6,4.3
24-09-2009 00:00,36.6963,26.3509,19,4.8
25-09-2009 00:00,39.556,39.713,4.7,4.4
26-09-2009 00:00,36.2875,28.7748,117.7,4
27-09-2009 00:00,39.558,39.822,6.5,4.6
28-09-2009 00:00,39.533,39.772,4.7,4.5
29-09-2009 00:00,37.3264,28.1395,30.8,4.1
30-09-2009 00:00,38.6669,26.444,5,4.3
01-10-2009 00:00,39.675,39.7656,10,4.2
02-10-2009 00:00,38.717,40.127,17.4,5.1
03-10-2009 00:00,40.8341,35.9081,18.1,4.4
04-10-2009 00:00,37.711,27.6171,3.8,4.3
05-10-2009 00:00,36.84,30.461,53.9,4.7
06-10-2009 00:00,37.53,29.81,10,4
07-10-2009 00:00,37.562,36.8304,6.9,4.2
08-10-2009 00:00,36.0462,28.3046,88.6,4.2
09-10-2009 00:00,36.607,28.0073,114.5,4
10-10-2009 00:00,38.2086,36.3035,48.3,4.3
11-10-2009 00:00,36.7049,28.3065,70.2,4
12-10-2009 00:00,38.2251,30.1034,10,4.1
13-10-2009 00:00,36.0941,30.8206,75,4.4
14-10-2009 00:00,36.1038,30.9016,10,4.1
15-10-2009 00:00,36.476,30.1504,64.7,4
16-10-2009 00:00,39.2882,41.7369,46.6,4.5
17-10-2009 00:00,39.2305,41.782,10,4.5
18-10-2009 00:00,36.969,28.8097,10,4
19-10-2009 00:00,37.1567,28.9145,10,4
20-10-2009 00:00,36.6288,28.0201,30,4.3
21-10-2009 00:00,39.2468,40.3812,33,4.2
22-10-2009 00:00,35.7272,29.8883,16.8,4.1
23-10-2009 00:00,36.1814,30.9817,10,4
24-10-2009 00:00,36.6336,30.4187,10,4.1
25-10-2009 00:00,39.6168,39.7807,33,4.1
26-10-2009 00:00,37.2472,29.3735,10.1,4.1
27-10-2009 00:00,38.7426,38.522,10,4.2
28-10-2009 00:00,37.1874,31.1643,134.4,4.1
29-10-2009 00:00,37.4438,26.8228,10,4.1
30-10-2009 00:00,38.048,27.004,9.8,6
31-10-2009 00:00,37.8429,26.7887,10,4.1
01-11-2009 00:00,38.073,27.049,1.6,4.6
02-11-2009 00:00,38.311,27.1243,10,4.6
03-11-2009 00:00,38.1964,27.0098,56.3,4.8
04-11-2009 00:00,38.1323,27.0449,1.2,4.4
05-11-2009 00:00,38.1639,27.0633,14,4
06-11-2009 00:00,38.1783,26.8985,6.4,4.2
07-11-2009 00:00,38.1472,26.9319,4.7,4.7
08-11-2009 00:00,37.0251,27.8473,10,4.7
09-11-2009 00:00,38.713,26.608,4.2,4.7
10-11-2009 00:00,38.7653,26.5628,26.6,4.3
11-11-2009 00:00,38.723,26.4847,10,4.5
12-11-2009 00:00,38.1333,26.9296,10,4
13-11-2009 00:00,38.0426,26.976,4.1,4.4
14-11-2009 00:00,38.0442,26.8171,10,4.1
15-11-2009 00:00,35.9252,43.949,33,4.9
16-11-2009 00:00,39.2895,28.8019,10,4
17-11-2009 00:00,37.2112,28.151,3,4.5
18-11-2009 00:00,36.004,31.141,67.5,4.5
19-11-2009 00:00,36.5934,30.1942,1.6,4
20-11-2009 00:00,40.6592,42.2831,10,4.2
21-11-2009 00:00,35.929,29.908,40.4,4.7
22-11-2009 00:00,35.9959,31.1503,64.5,4.1
23-11-2009 00:00,37.1996,28.3031,21.9,4.6
24-11-2009 00:00,36.699,43.704,20,4.7
25-11-2009 00:00,40.7619,41.6893,10,4.3
26-11-2009 00:00,38.11,26.96,18,4.1
27-11-2009 00:00,40.7843,28.7635,6.3,4.1
28-11-2009 00:00,40.5722,45.0106,3,4.6
29-11-2009 00:00,36.8391,27.2948,10,4.3
30-11-2009 00:00,36.4318,26.6806,147.9,4.2
01-12-2009 00:00,39.1622,28.7971,10,4.1
02-12-2009 00:00,38.2497,44.8607,26.3,4.4
03-12-2009 00:00,40.3995,28.0061,9.8,4.1
04-12-2009 00:00,40.4552,27.9811,9.5,4.4
05-12-2009 00:00,40.4271,28.004,8.5,4.4
06-12-2009 00:00,38.0748,38.5303,12.3,4.3
07-12-2009 00:00,38.9912,26.3453,13,4.1
