-0.04  1.  
-0.08159915  0.9999    
-0.12485187  0.999696  
-0.16980783  0.99938387
-0.21651022  0.99895935
-0.26499368  0.99841808
-0.31528204  0.99775559
-0.36738568  0.99696739
-0.42129864  0.99604892
-0.47699551  0.99499568
-0.53442812  0.99380319
-0.59352217  0.99246712
-0.65417402  0.99098331
-0.71624765  0.98934788
-0.77957223  0.98755726
-0.84394046  0.98560833
-0.90910795  0.98349848
-0.97479412  0.98122571
-1.04068461  0.97878872
-1.10643572  0.97618701
-1.17168065  0.97342092
-1.23603771  0.97049172
-1.29912015  0.96740162
-1.36054713  0.96415382
-1.41995526  0.96075246
-1.47701     0.95720257
-1.53141605  0.95351004
-1.58292602  0.9496815 
-1.63134677  0.94572419
-1.67654307  0.94164582
-1.71843834  0.93745446
-1.75701271  0.93315837
-1.79229872  0.92876584
-1.82437512  0.92428509
-1.85335954  0.91972415
-1.87940047  0.91509075
-1.90266922  0.91039225
-1.92335237  0.90563558
-1.94164486  0.9008272 
-1.95774412  0.89597309
-1.97184524  0.89107873
-1.98413718  0.88614911
-1.99479994  0.88118877
-2.00400267  0.87620177
-2.01190247  0.87119176
-2.01864382  0.86616201
-2.02435848  0.8611154 
-2.02916575  0.8560545 
-2.03317299  0.85098159
-2.03647631  0.84589865
-2.03916134  0.84080746
-2.04130412  0.83570956
-2.04297192  0.8306063 
-2.04422409  0.82549887
-2.04511287  0.82038831
-2.04568416  0.81527553
-2.04597818  0.81016132
-2.04603017  0.80504637
-2.04587093  0.7999313 
-2.04552739  0.79481662
-2.04502302  0.7897028 
-2.04437832  0.78459024
-2.04361115  0.7794793 
-2.04273705  0.77437027
-2.04176959  0.76926343
-2.04072057  0.764159  
-2.03960024  0.7590572 
-2.03841755  0.7539582 
-2.03718027  0.74886216
-2.03589519  0.74376921
-2.03456817  0.73867947
-2.03320436  0.73359305
-2.0318082   0.72851004
-2.03038358  0.72343052
-2.02893388  0.71835456
-2.02746203  0.71328222
-2.0259706   0.70821357
-2.02446181  0.70314864
-2.02293761  0.69808749
-2.02139968  0.69303014
-2.01984949  0.68797664
-2.01828832  0.68292702
-2.0167173  0.6778813
-2.01513739  0.67283951
-2.01354944  0.66780166
-2.01195419  0.66276779
-2.01035227  0.6577379 
-2.00874426  0.65271202
-2.00713064  0.64769016
-2.00551183  0.64267233
-2.0038882   0.63765856
-2.00226008  0.63264883
-2.00062775  0.62764318
-1.99899145  0.62264162
-1.99735139  0.61764414
-1.99570776  0.61265076
-1.99406072  0.60766149
-1.99241041  0.60267634
-1.99075695  0.59769531
-1.98910043  0.59271842
-1.98744096  0.58774567
-1.98577862  0.58277706
-1.98411346  0.57781262
-1.98244554  0.57285233
-1.98077492  0.56789622
-1.97910164  0.56294428
-1.97742573  0.55799653
-1.97574722  0.55305296
-1.97406614  0.5481136 
