Name;Station;Time(norwegian mean time);Precipitation (24 h)
Bjørnøya;SN99710;24.05.1984;0
Bjørnøya;SN99710;25.05.1984;0.1
Bjørnøya;SN99710;26.05.1984;0
Bjørnøya;SN99710;27.05.1984;2.9
Bjørnøya;SN99710;28.05.1984;0.1
Bjørnøya;SN99710;29.05.1984;0
Bjørnøya;SN99710;30.05.1984;0.2
Bjørnøya;SN99710;31.05.1984;0
Bjørnøya;SN99710;01.06.1984;0.1
Bjørnøya;SN99710;02.06.1984;0
Bjørnøya;SN99710;03.06.1984;0
Bjørnøya;SN99710;04.06.1984;0.1
Bjørnøya;SN99710;05.06.1984;0
Bjørnøya;SN99710;06.06.1984;0.1
Bjørnøya;SN99710;07.06.1984;0
Bjørnøya;SN99710;08.06.1984;0.4
Bjørnøya;SN99710;09.06.1984;0.1
Bjørnøya;SN99710;10.06.1984;0
Bjørnøya;SN99710;11.06.1984;1.7
Bjørnøya;SN99710;12.06.1984;0.3
Bjørnøya;SN99710;13.06.1984;0
Bjørnøya;SN99710;14.06.1984;0
Bjørnøya;SN99710;15.06.1984;0
Bjørnøya;SN99710;16.06.1984;0.1
Bjørnøya;SN99710;17.06.1984;0.4
Bjørnøya;SN99710;18.06.1984;0
Bjørnøya;SN99710;19.06.1984;5.9
Bjørnøya;SN99710;20.06.1984;0.7
Bjørnøya;SN99710;21.06.1984;0
Bjørnøya;SN99710;22.06.1984;0.3
Bjørnøya;SN99710;23.06.1984;2.4
Bjørnøya;SN99710;24.06.1984;0.4
Bjørnøya;SN99710;25.06.1984;0
Bjørnøya;SN99710;26.06.1984;0
Bjørnøya;SN99710;27.06.1984;10.3
Bjørnøya;SN99710;28.06.1984;0.8
Bjørnøya;SN99710;29.06.1984;1.1
Bjørnøya;SN99710;30.06.1984;2.9
Bjørnøya;SN99710;01.07.1984;0
Bjørnøya;SN99710;02.07.1984;0
Bjørnøya;SN99710;03.07.1984;0
Bjørnøya;SN99710;04.07.1984;0
Bjørnøya;SN99710;05.07.1984;0.2
Bjørnøya;SN99710;06.07.1984;0
Bjørnøya;SN99710;07.07.1984;1
Bjørnøya;SN99710;08.07.1984;2.3
Bjørnøya;SN99710;09.07.1984;0.2
Bjørnøya;SN99710;10.07.1984;0.3
Bjørnøya;SN99710;11.07.1984;0
Bjørnøya;SN99710;12.07.1984;0
Bjørnøya;SN99710;13.07.1984;0
Bjørnøya;SN99710;14.07.1984;0
Bjørnøya;SN99710;15.07.1984;0
Bjørnøya;SN99710;16.07.1984;0
Bjørnøya;SN99710;17.07.1984;0
Bjørnøya;SN99710;18.07.1984;0.1
Bjørnøya;SN99710;19.07.1984;0
Bjørnøya;SN99710;20.07.1984;0.6
Bjørnøya;SN99710;21.07.1984;0
Bjørnøya;SN99710;22.07.1984;8.5
Bjørnøya;SN99710;23.07.1984;0.2
Bjørnøya;SN99710;24.07.1984;0.1
Bjørnøya;SN99710;25.07.1984;0
Bjørnøya;SN99710;26.07.1984;0.1
Bjørnøya;SN99710;27.07.1984;0.8
Bjørnøya;SN99710;28.07.1984;3.3
Bjørnøya;SN99710;29.07.1984;2.5
Bjørnøya;SN99710;30.07.1984;0.7
Bjørnøya;SN99710;31.07.1984;4
Bjørnøya;SN99710;01.08.1984;0
Bjørnøya;SN99710;02.08.1984;0.1
Bjørnøya;SN99710;03.08.1984;0.1
Bjørnøya;SN99710;04.08.1984;0
Bjørnøya;SN99710;05.08.1984;0
Bjørnøya;SN99710;06.08.1984;0.2
Bjørnøya;SN99710;07.08.1984;0
Bjørnøya;SN99710;08.08.1984;0
Bjørnøya;SN99710;09.08.1984;0
Bjørnøya;SN99710;10.08.1984;0.1
Bjørnøya;SN99710;11.08.1984;0.1
Bjørnøya;SN99710;12.08.1984;0
Bjørnøya;SN99710;13.08.1984;0
Bjørnøya;SN99710;14.08.1984;0
Bjørnøya;SN99710;15.08.1984;0
Bjørnøya;SN99710;16.08.1984;0
Bjørnøya;SN99710;17.08.1984;0
Bjørnøya;SN99710;18.08.1984;0
Bjørnøya;SN99710;19.08.1984;1.7
Bjørnøya;SN99710;20.08.1984;0.1
Bjørnøya;SN99710;21.08.1984;0
Bjørnøya;SN99710;22.08.1984;3.7
Bjørnøya;SN99710;23.08.1984;0.1
Bjørnøya;SN99710;24.08.1984;0
Bjørnøya;SN99710;25.08.1984;0.1
Bjørnøya;SN99710;26.08.1984;0
Bjørnøya;SN99710;27.08.1984;0.9
Bjørnøya;SN99710;28.08.1984;0
Bjørnøya;SN99710;29.08.1984;0
Bjørnøya;SN99710;30.08.1984;0
Bjørnøya;SN99710;31.08.1984;0
Bjørnøya;SN99710;01.09.1984;0
Bjørnøya;SN99710;02.09.1984;0.9
Bjørnøya;SN99710;03.09.1984;1.8
Bjørnøya;SN99710;04.09.1984;1.2
Bjørnøya;SN99710;05.09.1984;0
Bjørnøya;SN99710;06.09.1984;1.3
Bjørnøya;SN99710;07.09.1984;0
Bjørnøya;SN99710;08.09.1984;0
Bjørnøya;SN99710;09.09.1984;2.1
Bjørnøya;SN99710;10.09.1984;0
Bjørnøya;SN99710;11.09.1984;3.1
Bjørnøya;SN99710;12.09.1984;0.5
Bjørnøya;SN99710;13.09.1984;3.9
Bjørnøya;SN99710;14.09.1984;0.1
Bjørnøya;SN99710;15.09.1984;0.1
Bjørnøya;SN99710;16.09.1984;0.3
Bjørnøya;SN99710;17.09.1984;0.1
Bjørnøya;SN99710;18.09.1984;0
Bjørnøya;SN99710;19.09.1984;0
Bjørnøya;SN99710;20.09.1984;0.6
Bjørnøya;SN99710;21.09.1984;1.9
Bjørnøya;SN99710;22.09.1984;0.1
Bjørnøya;SN99710;23.09.1984;0
Bjørnøya;SN99710;24.09.1984;0.8
Bjørnøya;SN99710;25.09.1984;1.2
Bjørnøya;SN99710;26.09.1984;0.1
Bjørnøya;SN99710;27.09.1984;0
Bjørnøya;SN99710;28.09.1984;0.1
Bjørnøya;SN99710;29.09.1984;0
Bjørnøya;SN99710;30.09.1984;0
Bjørnøya;SN99710;01.10.1984;0
Bjørnøya;SN99710;02.10.1984;0
Bjørnøya;SN99710;03.10.1984;0
Bjørnøya;SN99710;04.10.1984;0
Bjørnøya;SN99710;05.10.1984;0
Bjørnøya;SN99710;06.10.1984;0.4
Bjørnøya;SN99710;07.10.1984;0.1
Bjørnøya;SN99710;08.10.1984;0.4
Bjørnøya;SN99710;09.10.1984;0.2
Bjørnøya;SN99710;10.10.1984;0.2
Bjørnøya;SN99710;11.10.1984;0.1
Bjørnøya;SN99710;12.10.1984;0.1
Bjørnøya;SN99710;13.10.1984;3
Bjørnøya;SN99710;14.10.1984;0.4
Bjørnøya;SN99710;15.10.1984;0.3
Bjørnøya;SN99710;16.10.1984;2.2
Bjørnøya;SN99710;17.10.1984;1.7
Bjørnøya;SN99710;18.10.1984;20.7
Bjørnøya;SN99710;19.10.1984;1.3
Bjørnøya;SN99710;20.10.1984;1
Bjørnøya;SN99710;21.10.1984;0.9
Bjørnøya;SN99710;22.10.1984;0
Bjørnøya;SN99710;23.10.1984;0.2
Bjørnøya;SN99710;24.10.1984;0.7
Bjørnøya;SN99710;25.10.1984;0.8
Bjørnøya;SN99710;26.10.1984;1.4
Bjørnøya;SN99710;27.10.1984;0
Bjørnøya;SN99710;28.10.1984;0
Bjørnøya;SN99710;29.10.1984;0
Bjørnøya;SN99710;30.10.1984;0.3
Bjørnøya;SN99710;31.10.1984;0.1
Bjørnøya;SN99710;01.11.1984;10.1
Bjørnøya;SN99710;02.11.1984;0.7
Bjørnøya;SN99710;03.11.1984;1.6
Bjørnøya;SN99710;04.11.1984;1.3
Bjørnøya;SN99710;05.11.1984;0.1
Bjørnøya;SN99710;06.11.1984;0.1
Bjørnøya;SN99710;07.11.1984;0
Bjørnøya;SN99710;08.11.1984;0.1
Bjørnøya;SN99710;09.11.1984;0.1
Bjørnøya;SN99710;10.11.1984;0.2
Bjørnøya;SN99710;11.11.1984;0.2
Bjørnøya;SN99710;12.11.1984;4.5
Bjørnøya;SN99710;13.11.1984;1.6
Bjørnøya;SN99710;14.11.1984;3.4
Bjørnøya;SN99710;15.11.1984;1.2
Bjørnøya;SN99710;16.11.1984;1
Bjørnøya;SN99710;17.11.1984;0.3
Bjørnøya;SN99710;18.11.1984;0.9
Bjørnøya;SN99710;19.11.1984;1
Bjørnøya;SN99710;20.11.1984;1.1
Bjørnøya;SN99710;21.11.1984;0.1
Bjørnøya;SN99710;22.11.1984;1.5
Bjørnøya;SN99710;23.11.1984;0
Bjørnøya;SN99710;24.11.1984;0
Bjørnøya;SN99710;25.11.1984;0
Bjørnøya;SN99710;26.11.1984;0.7
Bjørnøya;SN99710;27.11.1984;0.1
Bjørnøya;SN99710;28.11.1984;0.1
Bjørnøya;SN99710;29.11.1984;0.6
Bjørnøya;SN99710;30.11.1984;0
Bjørnøya;SN99710;01.12.1984;2.3
Bjørnøya;SN99710;02.12.1984;3.6
Bjørnøya;SN99710;03.12.1984;0.7
Bjørnøya;SN99710;04.12.1984;0.8
Bjørnøya;SN99710;05.12.1984;0.1
Bjørnøya;SN99710;06.12.1984;0
Bjørnøya;SN99710;07.12.1984;0
Bjørnøya;SN99710;08.12.1984;0.1
Bjørnøya;SN99710;09.12.1984;1.2
Bjørnøya;SN99710;10.12.1984;0.2
Bjørnøya;SN99710;11.12.1984;0
Bjørnøya;SN99710;12.12.1984;0.9
Bjørnøya;SN99710;13.12.1984;2
Bjørnøya;SN99710;14.12.1984;10.4
Bjørnøya;SN99710;15.12.1984;0.4
Bjørnøya;SN99710;16.12.1984;0
Bjørnøya;SN99710;17.12.1984;0
Bjørnøya;SN99710;18.12.1984;0.2
Bjørnøya;SN99710;19.12.1984;0
Bjørnøya;SN99710;20.12.1984;0.7
Bjørnøya;SN99710;21.12.1984;0
Bjørnøya;SN99710;22.12.1984;1.4
Bjørnøya;SN99710;23.12.1984;0.1
Bjørnøya;SN99710;24.12.1984;0.3
Bjørnøya;SN99710;25.12.1984;4.9
Bjørnøya;SN99710;26.12.1984;4
Bjørnøya;SN99710;27.12.1984;2.7
Bjørnøya;SN99710;28.12.1984;0
Bjørnøya;SN99710;29.12.1984;0
Bjørnøya;SN99710;30.12.1984;0.3
Bjørnøya;SN99710;31.12.1984;4.9
Bjørnøya;SN99710;01.01.1985;0
Bjørnøya;SN99710;02.01.1985;0
Bjørnøya;SN99710;03.01.1985;0
Bjørnøya;SN99710;04.01.1985;0.4
Bjørnøya;SN99710;05.01.1985;2.9
Bjørnøya;SN99710;06.01.1985;0.1
Bjørnøya;SN99710;07.01.1985;0
Bjørnøya;SN99710;08.01.1985;0.4
Bjørnøya;SN99710;09.01.1985;1.4
Bjørnøya;SN99710;10.01.1985;1.2
Bjørnøya;SN99710;11.01.1985;0
Bjørnøya;SN99710;12.01.1985;2.4
Bjørnøya;SN99710;13.01.1985;0
Bjørnøya;SN99710;14.01.1985;0
Bjørnøya;SN99710;15.01.1985;0.1
Bjørnøya;SN99710;16.01.1985;0
Bjørnøya;SN99710;17.01.1985;0
Bjørnøya;SN99710;18.01.1985;0.3
Bjørnøya;SN99710;19.01.1985;0
Bjørnøya;SN99710;20.01.1985;0.7
Bjørnøya;SN99710;21.01.1985;0.1
Bjørnøya;SN99710;22.01.1985;0
Bjørnøya;SN99710;23.01.1985;0
Bjørnøya;SN99710;24.01.1985;0.1
Bjørnøya;SN99710;25.01.1985;0.1
Bjørnøya;SN99710;26.01.1985;0.2
Bjørnøya;SN99710;27.01.1985;2
Bjørnøya;SN99710;28.01.1985;0.3
Bjørnøya;SN99710;29.01.1985;0
Bjørnøya;SN99710;30.01.1985;0.6
Bjørnøya;SN99710;31.01.1985;0.1
Bjørnøya;SN99710;01.02.1985;0.1
Bjørnøya;SN99710;02.02.1985;0.1
Bjørnøya;SN99710;03.02.1985;1
Bjørnøya;SN99710;04.02.1985;0
Bjørnøya;SN99710;05.02.1985;0.1
Bjørnøya;SN99710;06.02.1985;0.1
Bjørnøya;SN99710;07.02.1985;0
Bjørnøya;SN99710;08.02.1985;0.9
Bjørnøya;SN99710;09.02.1985;3.1
Bjørnøya;SN99710;10.02.1985;1.6
Bjørnøya;SN99710;11.02.1985;0.5
Bjørnøya;SN99710;12.02.1985;0.5
Bjørnøya;SN99710;13.02.1985;1.4
Bjørnøya;SN99710;14.02.1985;0.3
Bjørnøya;SN99710;15.02.1985;0
Bjørnøya;SN99710;16.02.1985;0.4
Bjørnøya;SN99710;17.02.1985;0
Bjørnøya;SN99710;18.02.1985;2.4
Bjørnøya;SN99710;19.02.1985;3.7
Bjørnøya;SN99710;20.02.1985;1.1
Bjørnøya;SN99710;21.02.1985;0.2
Bjørnøya;SN99710;22.02.1985;0.1
Bjørnøya;SN99710;23.02.1985;1.2
Bjørnøya;SN99710;24.02.1985;0
Bjørnøya;SN99710;25.02.1985;1.3
Bjørnøya;SN99710;26.02.1985;2.4
Bjørnøya;SN99710;27.02.1985;0.5
Bjørnøya;SN99710;28.02.1985;0.1
Bjørnøya;SN99710;01.03.1985;0
Bjørnøya;SN99710;02.03.1985;0
Bjørnøya;SN99710;03.03.1985;0.1
Bjørnøya;SN99710;04.03.1985;0
Bjørnøya;SN99710;05.03.1985;0.3
Bjørnøya;SN99710;06.03.1985;0.3
Bjørnøya;SN99710;07.03.1985;3.5
Bjørnøya;SN99710;08.03.1985;0.7
Bjørnøya;SN99710;09.03.1985;1.1
Bjørnøya;SN99710;10.03.1985;3.8
Bjørnøya;SN99710;11.03.1985;1.9
Bjørnøya;SN99710;12.03.1985;0.2
Bjørnøya;SN99710;13.03.1985;0.1
Bjørnøya;SN99710;14.03.1985;0
Bjørnøya;SN99710;15.03.1985;4.6
Bjørnøya;SN99710;16.03.1985;0.2
Bjørnøya;SN99710;17.03.1985;0.4
Bjørnøya;SN99710;18.03.1985;3.2
Bjørnøya;SN99710;19.03.1985;0.4
Bjørnøya;SN99710;20.03.1985;0.8
Bjørnøya;SN99710;21.03.1985;0.6
Bjørnøya;SN99710;22.03.1985;1.9
Bjørnøya;SN99710;23.03.1985;0
Bjørnøya;SN99710;24.03.1985;1.3
Bjørnøya;SN99710;25.03.1985;2.8
Bjørnøya;SN99710;26.03.1985;0
Bjørnøya;SN99710;27.03.1985;0
Bjørnøya;SN99710;28.03.1985;0
Bjørnøya;SN99710;29.03.1985;0
Bjørnøya;SN99710;30.03.1985;0.7
Bjørnøya;SN99710;31.03.1985;7.8
Bjørnøya;SN99710;01.04.1985;0.3
Bjørnøya;SN99710;02.04.1985;0.1
Bjørnøya;SN99710;03.04.1985;0
Bjørnøya;SN99710;04.04.1985;0.1
Bjørnøya;SN99710;05.04.1985;0
Bjørnøya;SN99710;06.04.1985;1.4
Bjørnøya;SN99710;07.04.1985;0.6
Bjørnøya;SN99710;08.04.1985;0.4
Bjørnøya;SN99710;09.04.1985;0
Bjørnøya;SN99710;10.04.1985;0.1
Bjørnøya;SN99710;11.04.1985;0.1
Bjørnøya;SN99710;12.04.1985;3.8
Bjørnøya;SN99710;13.04.1985;0.1
Bjørnøya;SN99710;14.04.1985;0.4
Bjørnøya;SN99710;15.04.1985;0.2
Bjørnøya;SN99710;16.04.1985;0
Bjørnøya;SN99710;17.04.1985;0.3
Bjørnøya;SN99710;18.04.1985;0
Bjørnøya;SN99710;19.04.1985;0
Bjørnøya;SN99710;20.04.1985;0
Bjørnøya;SN99710;21.04.1985;2.7
Bjørnøya;SN99710;22.04.1985;2.1
Bjørnøya;SN99710;23.04.1985;0.1
Bjørnøya;SN99710;24.04.1985;0
Bjørnøya;SN99710;25.04.1985;0
Bjørnøya;SN99710;26.04.1985;3
Bjørnøya;SN99710;27.04.1985;0.7
Bjørnøya;SN99710;28.04.1985;0.9
Bjørnøya;SN99710;29.04.1985;1.3
Bjørnøya;SN99710;30.04.1985;0
Bjørnøya;SN99710;01.05.1985;0
Bjørnøya;SN99710;02.05.1985;0.2
Bjørnøya;SN99710;03.05.1985;0
Bjørnøya;SN99710;04.05.1985;0
Bjørnøya;SN99710;05.05.1985;0.1
Bjørnøya;SN99710;06.05.1985;0
Bjørnøya;SN99710;07.05.1985;1.1
Bjørnøya;SN99710;08.05.1985;0.3
Bjørnøya;SN99710;09.05.1985;0
Bjørnøya;SN99710;10.05.1985;0
Bjørnøya;SN99710;11.05.1985;0
Bjørnøya;SN99710;12.05.1985;5
Bjørnøya;SN99710;13.05.1985;0.4
Bjørnøya;SN99710;14.05.1985;0.2
Bjørnøya;SN99710;15.05.1985;0.7
Bjørnøya;SN99710;16.05.1985;1
Bjørnøya;SN99710;17.05.1985;0.3
Bjørnøya;SN99710;18.05.1985;0
Bjørnøya;SN99710;19.05.1985;0.6
Bjørnøya;SN99710;20.05.1985;0.3
Bjørnøya;SN99710;21.05.1985;0
Bjørnøya;SN99710;22.05.1985;0
Bjørnøya;SN99710;23.05.1985;0.1
Bjørnøya;SN99710;24.05.1985;0
Bjørnøya;SN99710;25.05.1985;0
Bjørnøya;SN99710;26.05.1985;0.1
Bjørnøya;SN99710;27.05.1985;0
Bjørnøya;SN99710;28.05.1985;0.1
Bjørnøya;SN99710;29.05.1985;0
Bjørnøya;SN99710;30.05.1985;0.2
Bjørnøya;SN99710;31.05.1985;1.4
Bjørnøya;SN99710;01.06.1985;0.6
Bjørnøya;SN99710;02.06.1985;0.1
Bjørnøya;SN99710;03.06.1985;0
Bjørnøya;SN99710;04.06.1985;0
Bjørnøya;SN99710;05.06.1985;0
Bjørnøya;SN99710;06.06.1985;0
Bjørnøya;SN99710;07.06.1985;0
Bjørnøya;SN99710;08.06.1985;0
Bjørnøya;SN99710;09.06.1985;0
Bjørnøya;SN99710;10.06.1985;0
Bjørnøya;SN99710;11.06.1985;0
Bjørnøya;SN99710;12.06.1985;0
Bjørnøya;SN99710;13.06.1985;0
Bjørnøya;SN99710;14.06.1985;0
Bjørnøya;SN99710;15.06.1985;0.8
Bjørnøya;SN99710;16.06.1985;0
Bjørnøya;SN99710;17.06.1985;2
Bjørnøya;SN99710;18.06.1985;0.4
Bjørnøya;SN99710;19.06.1985;0
Bjørnøya;SN99710;20.06.1985;0
Bjørnøya;SN99710;21.06.1985;0
Bjørnøya;SN99710;22.06.1985;0
Bjørnøya;SN99710;23.06.1985;1.2
Bjørnøya;SN99710;24.06.1985;0.1
Bjørnøya;SN99710;25.06.1985;0.2
Bjørnøya;SN99710;26.06.1985;0
Bjørnøya;SN99710;27.06.1985;0
Bjørnøya;SN99710;28.06.1985;0
Bjørnøya;SN99710;29.06.1985;2.1
Bjørnøya;SN99710;30.06.1985;0
Bjørnøya;SN99710;01.07.1985;0
Bjørnøya;SN99710;02.07.1985;0
Bjørnøya;SN99710;03.07.1985;0
Bjørnøya;SN99710;04.07.1985;0
Bjørnøya;SN99710;05.07.1985;0.8
Bjørnøya;SN99710;06.07.1985;0.2
Bjørnøya;SN99710;07.07.1985;0
Bjørnøya;SN99710;08.07.1985;0
Bjørnøya;SN99710;09.07.1985;0
Bjørnøya;SN99710;10.07.1985;0
Bjørnøya;SN99710;11.07.1985;0.4
Bjørnøya;SN99710;12.07.1985;0
Bjørnøya;SN99710;13.07.1985;0.2
Bjørnøya;SN99710;14.07.1985;0
Bjørnøya;SN99710;15.07.1985;0.5
Bjørnøya;SN99710;16.07.1985;7.7
Bjørnøya;SN99710;17.07.1985;6.1
Bjørnøya;SN99710;18.07.1985;0
Bjørnøya;SN99710;19.07.1985;0
Bjørnøya;SN99710;20.07.1985;0
Bjørnøya;SN99710;21.07.1985;0
Bjørnøya;SN99710;22.07.1985;0.2
Bjørnøya;SN99710;23.07.1985;6
Bjørnøya;SN99710;24.07.1985;2.9
Bjørnøya;SN99710;25.07.1985;0.1
Bjørnøya;SN99710;26.07.1985;0
Bjørnøya;SN99710;27.07.1985;0
Bjørnøya;SN99710;28.07.1985;0.1
Bjørnøya;SN99710;29.07.1985;6.1
Bjørnøya;SN99710;30.07.1985;0.3
Bjørnøya;SN99710;31.07.1985;0
Bjørnøya;SN99710;01.08.1985;0
Bjørnøya;SN99710;02.08.1985;0
Bjørnøya;SN99710;03.08.1985;0.1
Bjørnøya;SN99710;04.08.1985;0.1
Bjørnøya;SN99710;05.08.1985;0.1
Bjørnøya;SN99710;06.08.1985;0.2
Bjørnøya;SN99710;07.08.1985;0
Bjørnøya;SN99710;08.08.1985;0.1
Bjørnøya;SN99710;09.08.1985;0.1
Bjørnøya;SN99710;10.08.1985;0.1
Bjørnøya;SN99710;11.08.1985;0
Bjørnøya;SN99710;12.08.1985;0.4
Bjørnøya;SN99710;13.08.1985;0.1
Bjørnøya;SN99710;14.08.1985;6.8
Bjørnøya;SN99710;15.08.1985;2.8
Bjørnøya;SN99710;16.08.1985;0.2
Bjørnøya;SN99710;17.08.1985;1.6
Bjørnøya;SN99710;18.08.1985;4.3
Bjørnøya;SN99710;19.08.1985;0.2
Bjørnøya;SN99710;20.08.1985;0
Bjørnøya;SN99710;21.08.1985;0
Bjørnøya;SN99710;22.08.1985;0
Bjørnøya;SN99710;23.08.1985;0
Bjørnøya;SN99710;24.08.1985;0.5
Bjørnøya;SN99710;25.08.1985;0.1
Bjørnøya;SN99710;26.08.1985;0
Bjørnøya;SN99710;27.08.1985;0.1
Bjørnøya;SN99710;28.08.1985;0
Bjørnøya;SN99710;29.08.1985;3.8
Bjørnøya;SN99710;30.08.1985;20.4
Bjørnøya;SN99710;31.08.1985;19.9
Bjørnøya;SN99710;01.09.1985;0.9
Bjørnøya;SN99710;02.09.1985;1.2
Bjørnøya;SN99710;03.09.1985;0.1
Bjørnøya;SN99710;04.09.1985;0
Bjørnøya;SN99710;05.09.1985;0
Bjørnøya;SN99710;06.09.1985;0
Bjørnøya;SN99710;07.09.1985;0
Bjørnøya;SN99710;08.09.1985;0
Bjørnøya;SN99710;09.09.1985;5.1
Bjørnøya;SN99710;10.09.1985;0.9
Bjørnøya;SN99710;11.09.1985;0
Bjørnøya;SN99710;12.09.1985;0
Bjørnøya;SN99710;13.09.1985;0
Bjørnøya;SN99710;14.09.1985;9.6
Bjørnøya;SN99710;15.09.1985;3.3
Bjørnøya;SN99710;16.09.1985;2.5
Bjørnøya;SN99710;17.09.1985;0.7
Bjørnøya;SN99710;18.09.1985;10.9
Bjørnøya;SN99710;19.09.1985;3.1
Bjørnøya;SN99710;20.09.1985;0.7
Bjørnøya;SN99710;21.09.1985;0.1
Bjørnøya;SN99710;22.09.1985;0.7
Bjørnøya;SN99710;23.09.1985;3.4
Bjørnøya;SN99710;24.09.1985;0.2
Bjørnøya;SN99710;25.09.1985;1.7
Bjørnøya;SN99710;26.09.1985;0
Bjørnøya;SN99710;27.09.1985;0.1
Bjørnøya;SN99710;28.09.1985;0.1
Bjørnøya;SN99710;29.09.1985;0.7
Bjørnøya;SN99710;30.09.1985;0
Bjørnøya;SN99710;01.10.1985;0.2
Bjørnøya;SN99710;02.10.1985;8.5
Bjørnøya;SN99710;03.10.1985;6.6
Bjørnøya;SN99710;04.10.1985;0
Bjørnøya;SN99710;05.10.1985;0
Bjørnøya;SN99710;06.10.1985;0.9
Bjørnøya;SN99710;07.10.1985;2.5
Bjørnøya;SN99710;08.10.1985;0.2
Bjørnøya;SN99710;09.10.1985;3.9
Bjørnøya;SN99710;10.10.1985;0.2
Bjørnøya;SN99710;11.10.1985;7.1
Bjørnøya;SN99710;12.10.1985;0.7
Bjørnøya;SN99710;13.10.1985;1.7
Bjørnøya;SN99710;14.10.1985;2.8
Bjørnøya;SN99710;15.10.1985;1
Bjørnøya;SN99710;16.10.1985;6.2
Bjørnøya;SN99710;17.10.1985;0.8
Bjørnøya;SN99710;18.10.1985;0
Bjørnøya;SN99710;19.10.1985;0.3
Bjørnøya;SN99710;20.10.1985;0
Bjørnøya;SN99710;21.10.1985;0.9
Bjørnøya;SN99710;22.10.1985;0.1
Bjørnøya;SN99710;23.10.1985;0.2
Bjørnøya;SN99710;24.10.1985;1.3
Bjørnøya;SN99710;25.10.1985;0.1
Bjørnøya;SN99710;26.10.1985;9.5
Bjørnøya;SN99710;27.10.1985;0.3
Bjørnøya;SN99710;28.10.1985;0.2
Bjørnøya;SN99710;29.10.1985;0.1
Bjørnøya;SN99710;30.10.1985;0
Bjørnøya;SN99710;31.10.1985;0
Bjørnøya;SN99710;01.11.1985;2.3
Bjørnøya;SN99710;02.11.1985;1.1
Bjørnøya;SN99710;03.11.1985;0.1
Bjørnøya;SN99710;04.11.1985;0.2
Bjørnøya;SN99710;05.11.1985;0.4
Bjørnøya;SN99710;06.11.1985;0.1
Bjørnøya;SN99710;07.11.1985;0.2
Bjørnøya;SN99710;08.11.1985;4.3
Bjørnøya;SN99710;09.11.1985;0.7
Bjørnøya;SN99710;10.11.1985;0
Bjørnøya;SN99710;11.11.1985;1.4
Bjørnøya;SN99710;12.11.1985;0.3
Bjørnøya;SN99710;13.11.1985;0
Bjørnøya;SN99710;14.11.1985;0
Bjørnøya;SN99710;15.11.1985;0.3
Bjørnøya;SN99710;16.11.1985;0
Bjørnøya;SN99710;17.11.1985;0
Bjørnøya;SN99710;18.11.1985;0.5
Bjørnøya;SN99710;19.11.1985;4.1
Bjørnøya;SN99710;20.11.1985;2.5
Bjørnøya;SN99710;21.11.1985;2.2
Bjørnøya;SN99710;22.11.1985;0.5
Bjørnøya;SN99710;23.11.1985;0.1
Bjørnøya;SN99710;24.11.1985;0
Bjørnøya;SN99710;25.11.1985;0.3
Bjørnøya;SN99710;26.11.1985;0
Bjørnøya;SN99710;27.11.1985;0
Bjørnøya;SN99710;28.11.1985;0
Bjørnøya;SN99710;29.11.1985;0
Bjørnøya;SN99710;30.11.1985;0.4
Bjørnøya;SN99710;01.12.1985;1.6
Bjørnøya;SN99710;02.12.1985;0.1
Bjørnøya;SN99710;03.12.1985;0
Bjørnøya;SN99710;04.12.1985;0
Bjørnøya;SN99710;05.12.1985;0.1
Bjørnøya;SN99710;06.12.1985;0.2
Bjørnøya;SN99710;07.12.1985;0
Bjørnøya;SN99710;08.12.1985;0
Bjørnøya;SN99710;09.12.1985;0.5
Bjørnøya;SN99710;10.12.1985;0
Bjørnøya;SN99710;11.12.1985;0.1
Bjørnøya;SN99710;12.12.1985;1.4
Bjørnøya;SN99710;13.12.1985;3.6
Bjørnøya;SN99710;14.12.1985;6.5
Bjørnøya;SN99710;15.12.1985;0.1
Bjørnøya;SN99710;16.12.1985;0
Bjørnøya;SN99710;17.12.1985;0
Bjørnøya;SN99710;18.12.1985;0
Bjørnøya;SN99710;19.12.1985;0.2
Bjørnøya;SN99710;20.12.1985;0.7
Bjørnøya;SN99710;21.12.1985;0.1
Bjørnøya;SN99710;22.12.1985;3.1
Bjørnøya;SN99710;23.12.1985;1.5
Bjørnøya;SN99710;24.12.1985;3.6
Bjørnøya;SN99710;25.12.1985;1.5
Bjørnøya;SN99710;26.12.1985;0.7
Bjørnøya;SN99710;27.12.1985;0.2
Bjørnøya;SN99710;28.12.1985;14
Bjørnøya;SN99710;29.12.1985;3.4
Bjørnøya;SN99710;30.12.1985;0.4
Bjørnøya;SN99710;31.12.1985;2.4
Bjørnøya;SN99710;01.01.1986;0
Bjørnøya;SN99710;02.01.1986;0.1
Bjørnøya;SN99710;03.01.1986;0
Bjørnøya;SN99710;04.01.1986;0.9
Bjørnøya;SN99710;05.01.1986;5.2
Bjørnøya;SN99710;06.01.1986;0
Bjørnøya;SN99710;07.01.1986;1.1
Bjørnøya;SN99710;08.01.1986;0.7
Bjørnøya;SN99710;09.01.1986;0.8
Bjørnøya;SN99710;10.01.1986;0.2
Bjørnøya;SN99710;11.01.1986;0.1
Bjørnøya;SN99710;12.01.1986;0
Bjørnøya;SN99710;13.01.1986;0.1
Bjørnøya;SN99710;14.01.1986;0
Bjørnøya;SN99710;15.01.1986;0
